Grid Size,Max Colors,Actual colors,Total User Moves count,Total deterministic score,Total Avalanche count,Total non-deterministic score,Total score,Selected Move,Move Score,Avalanche per selected move,Total Moves Available per Game Setting,Experiment Repeat
"(10, 10)",8,8,3654,11250,915,3183,14433,"[(9, 6), (9, 7)]",3,0,50,100
"(10, 10)",8,8,3655,11253,915,3183,14436,"[(5, 5), (5, 6)]",3,0,50,100
"(10, 10)",8,8,3656,11256,915,3183,14439,"[(8, 8), (8, 9)]",3,0,50,100
"(10, 10)",8,8,3657,11259,916,3190,14449,"[(7, 4), (8, 4)]",10,1,50,100
"(10, 10)",8,8,3658,11262,916,3190,14452,"[(4, 8), (4, 9)]",3,0,50,100
"(10, 10)",8,8,3659,11265,916,3190,14455,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3660,11268,916,3190,14458,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,3661,11271,916,3190,14461,"[(4, 4), (4, 5)]",3,0,50,100
"(10, 10)",8,8,3662,11274,916,3190,14464,"[(4, 2), (4, 3)]",3,0,50,100
"(10, 10)",8,8,3663,11277,916,3190,14467,"[(6, 5), (6, 6)]",3,0,50,100
"(10, 10)",8,8,3664,11280,919,3199,14479,"[(1, 4), (1, 5)]",12,3,50,100
"(10, 10)",8,8,3665,11283,920,3202,14485,"[(7, 7), (7, 8)]",6,1,50,100
"(10, 10)",8,8,3666,11286,920,3202,14488,"[(5, 4), (5, 5)]",3,0,50,100
"(10, 10)",8,8,3667,11289,920,3202,14491,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,3668,11292,920,3202,14494,"[(8, 1), (9, 1)]",3,0,50,100
"(10, 10)",8,8,3669,11295,920,3202,14497,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3670,11298,920,3202,14500,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3671,11301,920,3202,14503,"[(0, 1), (1, 1)]",3,0,50,100
"(10, 10)",8,8,3672,11304,920,3202,14506,"[(1, 8), (1, 9)]",3,0,50,100
"(10, 10)",8,8,3673,11307,920,3202,14509,"[(4, 0), (5, 0)]",3,0,50,100
"(10, 10)",8,8,3674,11310,920,3202,14512,"[(3, 1), (3, 2)]",3,0,50,100
"(10, 10)",8,8,3675,11313,920,3202,14515,"[(5, 1), (6, 1)]",3,0,50,100
"(10, 10)",8,8,3676,11316,921,3205,14521,"[(8, 8), (8, 9)]",6,1,50,100
"(10, 10)",8,8,3677,11319,921,3205,14524,"[(1, 7), (2, 7)]",3,0,50,100
"(10, 10)",8,8,3678,11322,921,3205,14527,"[(7, 1), (8, 1)]",3,0,50,100
"(10, 10)",8,8,3679,11325,921,3205,14530,"[(1, 0), (1, 1)]",3,0,50,100
"(10, 10)",8,8,3680,11328,921,3205,14533,"[(2, 8), (3, 8)]",3,0,50,100
"(10, 10)",8,8,3681,11331,922,3208,14539,"[(3, 1), (3, 2)]",6,1,50,100
"(10, 10)",8,8,3682,11334,922,3208,14542,"[(3, 2), (3, 3)]",3,0,50,100
"(10, 10)",8,8,3683,11338,923,3211,14549,"[(3, 1), (3, 2)]",7,1,50,100
"(10, 10)",8,8,3684,11341,923,3211,14552,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,3685,11344,923,3211,14555,"[(2, 0), (3, 0)]",3,0,50,100
"(10, 10)",8,8,3686,11347,924,3214,14561,"[(4, 3), (5, 3)]",6,1,50,100
"(10, 10)",8,8,3687,11350,924,3214,14564,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3688,11353,924,3214,14567,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3689,11356,924,3214,14570,"[(5, 0), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3690,11359,925,3217,14576,"[(0, 2), (0, 3)]",6,1,50,100
"(10, 10)",8,8,3691,11362,925,3217,14579,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,3692,11365,925,3217,14582,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,3693,11368,926,3220,14588,"[(4, 0), (4, 1)]",6,1,50,100
"(10, 10)",8,8,3694,11371,926,3220,14591,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,3695,11374,926,3220,14594,"[(4, 0), (5, 0)]",3,0,50,100
"(10, 10)",8,8,3696,11377,927,3223,14600,"[(3, 3), (3, 4)]",6,1,50,100
"(10, 10)",8,8,3697,11380,927,3223,14603,"[(2, 0), (3, 0)]",3,0,50,100
"(10, 10)",8,8,3698,11383,927,3223,14606,"[(1, 2), (2, 2)]",3,0,50,100
"(10, 10)",8,8,3699,11386,927,3223,14609,"[(4, 4), (5, 4)]",3,0,50,100
"(10, 10)",8,8,3700,11389,927,3223,14612,"[(3, 2), (4, 2)]",3,0,50,100
"(10, 10)",8,8,3701,11392,927,3223,14615,"[(5, 5), (6, 5)]",3,0,50,100
"(10, 10)",8,8,3702,11395,928,3226,14621,"[(7, 2), (8, 2)]",6,1,50,100
"(10, 10)",8,8,3703,11398,928,3226,14624,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3704,11401,929,3229,14630,"[(7, 3), (7, 4)]",6,1,50,100
"(10, 10)",8,8,3705,11404,929,3229,14633,"[(4, 1), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3706,11407,930,3232,14639,"[(8, 7), (9, 7)]",6,1,50,100
"(10, 10)",8,8,3707,11410,930,3232,14642,"[(8, 8), (8, 9)]",3,0,50,100
"(10, 10)",8,8,3708,11413,930,3232,14645,"[(4, 5), (4, 6)]",3,0,50,100
"(10, 10)",8,8,3709,11417,930,3232,14649,"[(8, 4), (9, 4)]",4,0,50,100
"(10, 10)",8,8,3710,11420,930,3232,14652,"[(4, 1), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3711,11423,930,3232,14655,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3712,11426,930,3232,14658,"[(7, 8), (7, 9)]",3,0,50,100
"(10, 10)",8,8,3713,11429,930,3232,14661,"[(2, 0), (2, 1)]",3,0,50,100
"(10, 10)",8,8,3714,11432,931,3236,14668,"[(5, 6), (5, 7)]",7,1,50,100
"(10, 10)",8,8,3715,11435,931,3236,14671,"[(1, 2), (1, 3)]",3,0,50,100
"(10, 10)",8,8,3716,11438,931,3236,14674,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3717,11441,931,3236,14677,"[(5, 2), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3718,11444,931,3236,14680,"[(4, 2), (5, 2)]",3,0,50,100
"(10, 10)",8,8,3719,11451,932,3242,14693,"[(2, 5), (3, 5)]",13,1,50,100
"(10, 10)",8,8,3720,11454,932,3242,14696,"[(5, 3), (5, 4)]",3,0,50,100
"(10, 10)",8,8,3721,11457,932,3242,14699,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,3722,11460,932,3242,14702,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,3723,11464,933,3247,14711,"[(4, 5), (5, 5)]",9,1,50,100
"(10, 10)",8,8,3724,11467,934,3250,14717,"[(2, 3), (3, 3)]",6,1,50,100
"(10, 10)",8,8,3725,11470,934,3250,14720,"[(5, 7), (5, 8)]",3,0,50,100
"(10, 10)",8,8,3726,11473,935,3256,14729,"[(6, 2), (6, 3)]",9,1,50,100
"(10, 10)",8,8,3727,11476,935,3256,14732,"[(7, 2), (8, 2)]",3,0,50,100
"(10, 10)",8,8,3728,11479,935,3256,14735,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3729,11484,935,3256,14740,"[(8, 2), (8, 3)]",5,0,50,100
"(10, 10)",8,8,3730,11487,935,3256,14743,"[(9, 3), (9, 4)]",3,0,50,100
"(10, 10)",8,8,3731,11490,935,3256,14746,"[(5, 0), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3732,11493,935,3256,14749,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,3733,11496,935,3256,14752,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,3734,11499,935,3256,14755,"[(0, 4), (0, 5)]",3,0,50,100
"(10, 10)",8,8,3735,11502,935,3256,14758,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,3736,11505,935,3256,14761,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,3737,11508,935,3256,14764,"[(6, 3), (7, 3)]",3,0,50,100
"(10, 10)",8,8,3738,11511,935,3256,14767,"[(6, 4), (7, 4)]",3,0,50,100
"(10, 10)",8,8,3739,11514,935,3256,14770,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,3740,11517,935,3256,14773,"[(8, 6), (8, 7)]",3,0,50,100
"(10, 10)",8,8,3741,11520,935,3256,14776,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3742,11523,935,3256,14779,"[(5, 2), (5, 3)]",3,0,50,100
"(10, 10)",8,8,3743,11526,935,3256,14782,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3744,11529,935,3256,14785,"[(7, 0), (8, 0)]",3,0,50,100
"(10, 10)",8,8,3745,11532,935,3256,14788,"[(8, 3), (8, 4)]",3,0,50,100
"(10, 10)",8,8,3746,11535,935,3256,14791,"[(4, 2), (5, 2)]",3,0,50,100
"(10, 10)",8,8,3747,11538,935,3256,14794,"[(7, 1), (8, 1)]",3,0,50,100
"(10, 10)",8,8,3748,11541,935,3256,14797,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,3749,11544,935,3256,14800,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,3750,11547,936,3259,14806,"[(2, 5), (2, 6)]",6,1,50,100
"(10, 10)",8,8,3751,11550,936,3259,14809,"[(8, 5), (8, 6)]",3,0,50,100
"(10, 10)",8,8,3752,11553,937,3262,14815,"[(4, 8), (4, 9)]",6,1,50,100
"(10, 10)",8,8,3753,11556,937,3262,14818,"[(4, 7), (4, 8)]",3,0,50,100
"(10, 10)",8,8,3754,11559,937,3262,14821,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3755,11562,937,3262,14824,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,3756,11565,937,3262,14827,"[(8, 0), (9, 0)]",3,0,50,100
"(10, 10)",8,8,3757,11568,937,3262,14830,"[(5, 4), (5, 5)]",3,0,50,100
"(10, 10)",8,8,3758,11571,937,3262,14833,"[(5, 6), (6, 6)]",3,0,50,100
"(10, 10)",8,8,3759,11574,937,3262,14836,"[(7, 6), (7, 7)]",3,0,50,100
"(10, 10)",8,8,3760,11577,937,3262,14839,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,3761,11580,937,3262,14842,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3762,11583,937,3262,14845,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,3763,11586,937,3262,14848,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,3764,11589,939,3271,14860,"[(3, 1), (4, 1)]",12,2,50,100
"(10, 10)",8,8,3765,11592,939,3271,14863,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,3766,11595,939,3271,14866,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,3767,11598,939,3271,14869,"[(8, 6), (9, 6)]",3,0,50,100
"(10, 10)",8,8,3768,11601,939,3271,14872,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3769,11604,939,3271,14875,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3770,11607,940,3274,14881,"[(6, 7), (6, 8)]",6,1,50,100
"(10, 10)",8,8,3771,11610,940,3274,14884,"[(5, 8), (6, 8)]",3,0,50,100
"(10, 10)",8,8,3772,11613,940,3274,14887,"[(6, 8), (7, 8)]",3,0,50,100
"(10, 10)",8,8,3773,11616,940,3274,14890,"[(1, 7), (2, 7)]",3,0,50,100
"(10, 10)",8,8,3774,11619,940,3274,14893,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3775,11622,940,3274,14896,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,3776,11628,941,3277,14905,"[(3, 8), (3, 9)]",9,1,50,100
"(10, 10)",8,8,3777,11631,941,3277,14908,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3778,11634,942,3286,14920,"[(3, 4), (4, 4)]",12,1,50,100
"(10, 10)",8,8,3779,11637,943,3289,14926,"[(4, 6), (5, 6)]",6,1,50,100
"(10, 10)",8,8,3780,11640,943,3289,14929,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,3781,11643,943,3289,14932,"[(9, 3), (9, 4)]",3,0,50,100
"(10, 10)",8,8,3782,11646,943,3289,14935,"[(5, 4), (5, 5)]",3,0,50,100
"(10, 10)",8,8,3783,11649,943,3289,14938,"[(6, 6), (7, 6)]",3,0,50,100
"(10, 10)",8,8,3784,11652,943,3289,14941,"[(7, 5), (7, 6)]",3,0,50,100
"(10, 10)",8,8,3785,11655,944,3292,14947,"[(1, 2), (2, 2)]",6,1,50,100
"(10, 10)",8,8,3786,11658,944,3292,14950,"[(4, 5), (4, 6)]",3,0,50,100
"(10, 10)",8,8,3787,11661,944,3292,14953,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,3788,11664,944,3292,14956,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,3789,11667,944,3292,14959,"[(6, 8), (6, 9)]",3,0,50,100
"(10, 10)",8,8,3790,11670,944,3292,14962,"[(2, 4), (3, 4)]",3,0,50,100
"(10, 10)",8,8,3791,11673,944,3292,14965,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3792,11676,944,3292,14968,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,3793,11679,944,3292,14971,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3794,11682,945,3295,14977,"[(1, 4), (1, 5)]",6,1,50,100
"(10, 10)",8,8,3795,11685,946,3298,14983,"[(5, 5), (5, 6)]",6,1,50,100
"(10, 10)",8,8,3796,11688,946,3298,14986,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3797,11691,946,3298,14989,"[(6, 6), (6, 7)]",3,0,50,100
"(10, 10)",8,8,3798,11694,946,3298,14992,"[(5, 6), (5, 7)]",3,0,50,100
"(10, 10)",8,8,3799,11697,946,3298,14995,"[(7, 8), (8, 8)]",3,0,50,100
"(10, 10)",8,8,3800,11700,948,3304,15004,"[(7, 8), (8, 8)]",9,2,50,100
"(10, 10)",8,8,3801,11703,949,3307,15010,"[(0, 3), (1, 3)]",6,1,50,100
"(10, 10)",8,8,3802,11706,949,3307,15013,"[(1, 6), (2, 6)]",3,0,50,100
"(10, 10)",8,8,3803,11709,950,3313,15022,"[(6, 7), (7, 7)]",9,1,50,100
"(10, 10)",8,8,3804,11712,951,3320,15032,"[(7, 8), (7, 9)]",10,1,50,100
"(10, 10)",8,8,3805,11716,951,3320,15036,"[(2, 5), (2, 6)]",4,0,50,100
"(10, 10)",8,8,3806,11719,952,3323,15042,"[(2, 0), (2, 1)]",6,1,50,100
"(10, 10)",8,8,3807,11722,953,3326,15048,"[(6, 2), (7, 2)]",6,1,50,100
"(10, 10)",8,8,3808,11725,954,3329,15054,"[(5, 9), (6, 9)]",6,1,50,100
"(10, 10)",8,8,3809,11728,954,3329,15057,"[(8, 6), (9, 6)]",3,0,50,100
"(10, 10)",8,8,3810,11731,954,3329,15060,"[(1, 1), (2, 1)]",3,0,50,100
"(10, 10)",8,8,3811,11734,954,3329,15063,"[(8, 3), (9, 3)]",3,0,50,100
"(10, 10)",8,8,3812,11737,955,3332,15069,"[(6, 5), (7, 5)]",6,1,50,100
"(10, 10)",8,8,3813,11740,955,3332,15072,"[(2, 0), (2, 1)]",3,0,50,100
"(10, 10)",8,8,3814,11743,956,3335,15078,"[(8, 5), (8, 6)]",6,1,50,100
"(10, 10)",8,8,3815,11746,956,3335,15081,"[(5, 2), (6, 2)]",3,0,50,100
"(10, 10)",8,8,3816,11749,956,3335,15084,"[(1, 0), (1, 1)]",3,0,50,100
"(10, 10)",8,8,3817,11752,956,3335,15087,"[(3, 4), (3, 5)]",3,0,50,100
"(10, 10)",8,8,3818,11755,956,3335,15090,"[(1, 2), (1, 3)]",3,0,50,100
"(10, 10)",8,8,3819,11761,956,3335,15096,"[(2, 3), (2, 4)]",6,0,50,100
"(10, 10)",8,8,3820,11764,956,3335,15099,"[(2, 8), (3, 8)]",3,0,50,100
"(10, 10)",8,8,3821,11767,956,3335,15102,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,3822,11771,956,3335,15106,"[(0, 3), (1, 3)]",4,0,50,100
"(10, 10)",8,8,3823,11774,956,3335,15109,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3824,11774,957,3340,15114,"[(6, 8), (7, 8)]",5,1,50,100
"(10, 10)",8,8,3825,11777,957,3340,15117,"[(7, 2), (8, 2)]",3,0,50,100
"(10, 10)",8,8,3826,11780,957,3340,15120,"[(8, 6), (8, 7)]",3,0,50,100
"(10, 10)",8,8,3827,11783,957,3340,15123,"[(9, 0), (9, 1)]",3,0,50,100
"(10, 10)",8,8,3828,11786,957,3340,15126,"[(5, 8), (5, 9)]",3,0,50,100
"(10, 10)",8,8,3829,11789,957,3340,15129,"[(8, 3), (8, 4)]",3,0,50,100
"(10, 10)",8,8,3830,11792,957,3340,15132,"[(0, 9), (1, 9)]",3,0,50,100
"(10, 10)",8,8,3831,11795,958,3343,15138,"[(0, 6), (1, 6)]",6,1,50,100
"(10, 10)",8,8,3832,11798,958,3343,15141,"[(3, 2), (3, 3)]",3,0,50,100
"(10, 10)",8,8,3833,11801,958,3343,15144,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,3834,11804,958,3343,15147,"[(7, 0), (7, 1)]",3,0,50,100
"(10, 10)",8,8,3835,11807,958,3343,15150,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,3836,11810,958,3343,15153,"[(5, 0), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3837,11813,958,3343,15156,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,3838,11816,958,3343,15159,"[(5, 8), (5, 9)]",3,0,50,100
"(10, 10)",8,8,3839,11819,958,3343,15162,"[(7, 5), (7, 6)]",3,0,50,100
"(10, 10)",8,8,3840,11822,960,3350,15172,"[(7, 8), (7, 9)]",10,2,50,100
"(10, 10)",8,8,3841,11825,961,3353,15178,"[(8, 8), (9, 8)]",6,1,50,100
"(10, 10)",8,8,3842,11828,961,3353,15181,"[(3, 7), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3843,11831,961,3353,15184,"[(9, 5), (9, 6)]",3,0,50,100
"(10, 10)",8,8,3844,11834,961,3353,15187,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,3845,11837,961,3353,15190,"[(2, 7), (2, 8)]",3,0,50,100
"(10, 10)",8,8,3846,11840,962,3356,15196,"[(2, 7), (3, 7)]",6,1,50,100
"(10, 10)",8,8,3847,11843,962,3356,15199,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3848,11846,962,3356,15202,"[(4, 4), (4, 5)]",3,0,50,100
"(10, 10)",8,8,3849,11849,962,3356,15205,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,3850,11853,962,3356,15209,"[(0, 7), (1, 7)]",4,0,50,100
"(10, 10)",8,8,3851,11856,962,3356,15212,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3852,11859,962,3356,15215,"[(7, 2), (8, 2)]",3,0,50,100
"(10, 10)",8,8,3853,11862,963,3359,15221,"[(7, 4), (7, 5)]",6,1,50,100
"(10, 10)",8,8,3854,11865,963,3359,15224,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,3855,11868,964,3362,15230,"[(7, 5), (8, 5)]",6,1,50,100
"(10, 10)",8,8,3856,11871,964,3362,15233,"[(2, 3), (2, 4)]",3,0,50,100
"(10, 10)",8,8,3857,11874,964,3362,15236,"[(5, 3), (6, 3)]",3,0,50,100
"(10, 10)",8,8,3858,11877,964,3362,15239,"[(9, 1), (9, 2)]",3,0,50,100
"(10, 10)",8,8,3859,11880,965,3365,15245,"[(1, 0), (1, 1)]",6,1,50,100
"(10, 10)",8,8,3860,11883,965,3365,15248,"[(7, 2), (7, 3)]",3,0,50,100
"(10, 10)",8,8,3861,11886,965,3365,15251,"[(4, 7), (5, 7)]",3,0,50,100
"(10, 10)",8,8,3862,11889,965,3365,15254,"[(3, 6), (4, 6)]",3,0,50,100
"(10, 10)",8,8,3863,11892,965,3365,15257,"[(2, 0), (3, 0)]",3,0,50,100
"(10, 10)",8,8,3864,11895,967,3371,15266,"[(4, 7), (5, 7)]",9,2,50,100
"(10, 10)",8,8,3865,11898,967,3371,15269,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,3866,11901,968,3374,15275,"[(2, 3), (3, 3)]",6,1,50,100
"(10, 10)",8,8,3867,11904,968,3374,15278,"[(3, 5), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3868,11907,968,3374,15281,"[(3, 0), (3, 1)]",3,0,50,100
"(10, 10)",8,8,3869,11910,968,3374,15284,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,3870,11913,968,3374,15287,"[(5, 0), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3871,11916,968,3374,15290,"[(1, 2), (2, 2)]",3,0,50,100
"(10, 10)",8,8,3872,11919,968,3374,15293,"[(6, 6), (6, 7)]",3,0,50,100
"(10, 10)",8,8,3873,11922,968,3374,15296,"[(3, 6), (4, 6)]",3,0,50,100
"(10, 10)",8,8,3874,11925,968,3374,15299,"[(6, 5), (6, 6)]",3,0,50,100
"(10, 10)",8,8,3875,11928,969,3377,15305,"[(3, 6), (4, 6)]",6,1,50,100
"(10, 10)",8,8,3876,11931,972,3389,15320,"[(7, 5), (8, 5)]",15,3,50,100
"(10, 10)",8,8,3877,11934,973,3395,15329,"[(6, 4), (6, 5)]",9,1,50,100
"(10, 10)",8,8,3878,11937,973,3395,15332,"[(2, 2), (3, 2)]",3,0,50,100
"(10, 10)",8,8,3879,11940,973,3395,15335,"[(5, 2), (5, 3)]",3,0,50,100
"(10, 10)",8,8,3880,11943,973,3395,15338,"[(3, 7), (3, 8)]",3,0,50,100
"(10, 10)",8,8,3881,11946,973,3395,15341,"[(4, 0), (4, 1)]",3,0,50,100
"(10, 10)",8,8,3882,11949,974,3398,15347,"[(7, 5), (7, 6)]",6,1,50,100
"(10, 10)",8,8,3883,11952,974,3398,15350,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,3884,11955,974,3398,15353,"[(5, 6), (5, 7)]",3,0,50,100
"(10, 10)",8,8,3885,11958,974,3398,15356,"[(4, 1), (4, 2)]",3,0,50,100
"(10, 10)",8,8,3886,11961,975,3401,15362,"[(5, 3), (5, 4)]",6,1,50,100
"(10, 10)",8,8,3887,11964,975,3401,15365,"[(1, 8), (1, 9)]",3,0,50,100
"(10, 10)",8,8,3888,11967,975,3401,15368,"[(3, 1), (3, 2)]",3,0,50,100
"(10, 10)",8,8,3889,11970,975,3401,15371,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3890,11973,975,3401,15374,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3891,11976,975,3401,15377,"[(1, 7), (1, 8)]",3,0,50,100
"(10, 10)",8,8,3892,11979,975,3401,15380,"[(4, 1), (5, 1)]",3,0,50,100
"(10, 10)",8,8,3893,11982,975,3401,15383,"[(0, 4), (0, 5)]",3,0,50,100
"(10, 10)",8,8,3894,11985,975,3401,15386,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3895,11988,975,3401,15389,"[(2, 7), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3896,11991,975,3401,15392,"[(3, 6), (4, 6)]",3,0,50,100
"(10, 10)",8,8,3897,11994,975,3401,15395,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3898,11997,975,3401,15398,"[(4, 5), (5, 5)]",3,0,50,100
"(10, 10)",8,8,3899,12000,975,3401,15401,"[(4, 5), (5, 5)]",3,0,50,100
"(10, 10)",8,8,3900,12003,975,3401,15404,"[(7, 4), (7, 5)]",3,0,50,100
"(10, 10)",8,8,3901,12006,975,3401,15407,"[(4, 6), (4, 7)]",3,0,50,100
"(10, 10)",8,8,3902,12009,975,3401,15410,"[(4, 6), (5, 6)]",3,0,50,100
"(10, 10)",8,8,3903,12012,976,3404,15416,"[(0, 3), (0, 4)]",6,1,50,100
"(10, 10)",8,8,3904,12015,976,3404,15419,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,3905,12018,976,3404,15422,"[(4, 7), (4, 8)]",3,0,50,100
"(10, 10)",8,8,3906,12021,976,3404,15425,"[(8, 6), (8, 7)]",3,0,50,100
"(10, 10)",8,8,3907,12024,976,3404,15428,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,3908,12027,976,3404,15431,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,3909,12030,976,3404,15434,"[(4, 0), (4, 1)]",3,0,50,100
"(10, 10)",8,8,3910,12033,976,3404,15437,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,3911,12036,976,3404,15440,"[(7, 6), (7, 7)]",3,0,50,100
"(10, 10)",8,8,3912,12039,976,3404,15443,"[(4, 7), (5, 7)]",3,0,50,100
"(10, 10)",8,8,3913,12042,976,3404,15446,"[(1, 7), (1, 8)]",3,0,50,100
"(10, 10)",8,8,3914,12045,976,3404,15449,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3915,12048,977,3407,15455,"[(1, 9), (2, 9)]",6,1,50,100
"(10, 10)",8,8,3916,12051,977,3407,15458,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,3917,12054,977,3407,15461,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,3918,12057,977,3407,15464,"[(1, 6), (2, 6)]",3,0,50,100
"(10, 10)",8,8,3919,12060,977,3407,15467,"[(0, 7), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3920,12063,977,3407,15470,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,3921,12066,977,3407,15473,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,3922,12069,977,3407,15476,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,3923,12072,978,3410,15482,"[(1, 5), (1, 6)]",6,1,50,100
"(10, 10)",8,8,3924,12078,978,3410,15488,"[(2, 5), (3, 5)]",6,0,50,100
"(10, 10)",8,8,3925,12081,978,3410,15491,"[(0, 7), (1, 7)]",3,0,50,100
"(10, 10)",8,8,3926,12084,978,3410,15494,"[(1, 6), (2, 6)]",3,0,50,100
"(10, 10)",8,8,3927,12087,979,3413,15500,"[(2, 7), (2, 8)]",6,1,50,100
"(10, 10)",8,8,3928,12087,980,3422,15509,"[(0, 8), (0, 9)]",9,1,50,100
"(10, 10)",8,8,3929,12090,980,3422,15512,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,3930,12093,980,3422,15515,"[(2, 1), (2, 2)]",3,0,50,100
