Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Avg No. of Shuffles/Deadlocks Occurred per game,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per game,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(9, 9)",8,9,8,1,1,0.002,0.02,1957,39.14,500,10,4368,8.736,124,2.48,10,150,3,89,1.78,25
bottom_agent,"(9, 9)",8,9,8,1,1,0.002,0.02,1959,39.18,500,10,3556,7.112,124,2.48,10,150,3,24,0.48,6
top_agent,"(9, 9)",8,7,6,1,3,0.006,0.06,2245,44.9,500,10,3781,7.562,206,4.12,10,150,3,268,5.36,66
bottom_agent,"(9, 9)",8,7,6,1,4,0.008,0.08,1813,36.26,500,10,3054,6.108,93,1.86,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,1,0,1,6,0.012,0.12,1737,34.74,500,10,3018,6.036,69,1.38,10,150,3,27,0.54,9
bottom_agent,"(9, 9)",8,1,0,1,5,0.01,0.1,1853,37.06,500,10,2941,5.882,100,2,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,0,0,0,8,0.016,0.16,1824,36.48,500,10,2679,5.358,91,1.82,10,150,3,16,0.32,5
bottom_agent,"(9, 9)",8,0,0,0,5,0.01,0.1,2588,51.76,500,10,4174,8.348,299,5.98,10,150,3,419,8.38,124
top_agent,"(9, 9)",8,11,10,1,0,0,0,1795,35.9,500,10,2030,4.06,88,1.76,10,150,3,41,0.82,13
bottom_agent,"(9, 9)",8,11,10,1,5,0.01,0.1,1927,38.54,500,10,2870,5.74,117,2.34,10,150,3,50,1,16
top_agent,"(9, 9)",8,25,24,1,0,0,0,1793,35.86,500,10,2803,5.606,84,1.68,10,150,3,22,0.44,7
bottom_agent,"(9, 9)",8,25,24,1,3,0.006,0.06,1763,35.26,500,10,2969,5.938,73,1.46,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,0,0,0,0,0,0,2174,43.48,500,10,4879,9.758,111,2.22,10,150,3,12,0.24,4
bottom_agent,"(9, 9)",8,0,0,0,8,0.016,0.16,2656,53.12,500,10,4273,8.546,269,5.38,10,150,3,69,1.38,22
top_agent,"(9, 9)",8,3,2,1,0,0,0,1948,38.96,500,10,2876,5.752,114,2.28,10,200,4,44,0.88,13
bottom_agent,"(9, 9)",8,3,2,1,7,0.014,0.14,2196,43.92,500,10,4183,8.366,153,3.06,10,150,3,27,0.54,9
top_agent,"(9, 9)",8,12,11,1,0,0,0,2054,41.08,500,10,5206,10.412,141,2.82,10,150,3,27,0.54,9
bottom_agent,"(9, 9)",8,12,11,1,1,0.002,0.02,2430,48.6,500,10,4237,8.474,215,4.3,10,150,3,391,7.82,68
top_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,1916,38.32,500,10,4859,9.718,113,2.26,10,150,3,40,0.8,12
bottom_agent,"(9, 9)",8,1,0,1,5,0.01,0.1,1901,38.02,500,10,4896,9.792,112,2.24,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,1,0,1,11,0.022,0.22,1993,39.86,500,10,3722,7.444,152,3.04,10,150,3,168,3.36,54
bottom_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,2090,41.8,500,10,3265,6.53,174,3.48,10,150,3,159,3.18,52
top_agent,"(9, 9)",8,9,8,1,0,0,0,1902,38.04,500,10,3533,7.066,102,2.04,10,200,4,49,0.98,14
bottom_agent,"(9, 9)",8,9,8,1,2,0.004,0.04,2232,44.64,500,10,3487,6.974,189,3.78,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,10,9,1,0,0,0,1991,39.82,500,10,4156,8.312,144,2.88,10,150,3,208,4.16,66
bottom_agent,"(9, 9)",8,10,9,1,0,0,0,2131,42.62,500,10,4245,8.49,168,3.36,10,150,3,0,0,0
top_agent,"(9, 9)",8,7,6,1,0,0,0,2063,41.26,500,10,4159,8.318,133,2.66,10,150,3,35,0.7,11
bottom_agent,"(9, 9)",8,7,6,1,3,0.006,0.06,2560,51.2,500,10,3920,7.84,293,5.86,10,150,3,192,3.84,55
top_agent,"(9, 9)",8,8,7,1,0,0,0,1874,37.48,500,10,5146,10.292,104,2.08,10,150,3,18,0.36,6
bottom_agent,"(9, 9)",8,8,7,1,2,0.004,0.04,2484,49.68,500,10,5066,10.132,265,5.3,10,150,3,385,7.7,117
top_agent,"(9, 9)",8,3,2,1,0,0,0,1985,39.7,500,10,3661,7.322,90,1.8,10,200,4,10,0.2,3
bottom_agent,"(9, 9)",8,3,2,1,0,0,0,2057,41.14,500,10,5595,11.19,149,2.98,10,150,3,20,0.4,6
top_agent,"(9, 9)",8,5,4,1,0,0,0,2069,41.38,500,10,7355,14.71,100,2,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,5,4,1,0,0,0,2681,53.62,500,10,5137,10.274,306,6.12,10,150,3,34,0.68,10
top_agent,"(9, 9)",8,9,8,1,0,0,0,1799,35.98,500,10,3044,6.088,83,1.66,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,9,8,1,0,0,0,1846,36.92,500,10,2760,5.52,98,1.96,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,1,0,1,0,0,0,1740,34.8,500,10,2315,4.63,71,1.42,10,150,3,27,0.54,9
bottom_agent,"(9, 9)",8,1,0,1,7,0.014,0.14,2137,42.74,500,10,3103,6.206,135,2.7,10,300,6,30,0.6,9
top_agent,"(9, 9)",8,18,17,1,0,0,0,2178,43.56,500,10,3403,6.806,208,4.16,10,150,3,216,4.32,69
bottom_agent,"(9, 9)",8,18,17,1,0,0,0,2025,40.5,500,10,3875,7.75,150,3,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,3,2,1,3,0.006,0.06,1760,35.2,500,10,3318,6.636,81,1.62,10,150,3,36,0.72,12
bottom_agent,"(9, 9)",8,3,2,1,19,0.038,0.38,1941,38.82,500,10,4392,8.784,123,2.46,10,150,3,50,1,14
top_agent,"(9, 9)",8,7,6,1,1,0.002,0.02,2259,45.18,500,10,3380,6.76,226,4.52,10,150,3,314,6.28,89
bottom_agent,"(9, 9)",8,7,6,1,3,0.006,0.06,2300,46,500,10,3749,7.498,226,4.52,10,150,3,103,2.06,30
top_agent,"(9, 9)",8,0,0,0,0,0,0,1744,34.88,500,10,2131,4.262,69,1.38,10,150,3,18,0.36,6
bottom_agent,"(9, 9)",8,0,0,0,1,0.002,0.02,1851,37.02,500,10,2533,5.066,97,1.94,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,1937,38.74,500,10,3066,6.132,124,2.48,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,1983,39.66,500,10,4096,8.192,138,2.76,10,150,3,36,0.72,11
top_agent,"(9, 9)",8,2,1,1,3,0.006,0.06,2104,42.08,500,10,3281,6.562,161,3.22,10,150,3,231,4.62,69
bottom_agent,"(9, 9)",8,2,1,1,9,0.018,0.18,2199,43.98,500,10,3590,7.18,192,3.84,10,150,3,234,4.68,70
top_agent,"(9, 9)",8,3,2,1,0,0,0,1818,36.36,500,10,2982,5.964,94,1.88,10,150,3,14,0.28,4
bottom_agent,"(9, 9)",8,3,2,1,0,0,0,2126,42.52,500,10,2885,5.77,162,3.24,10,150,3,21,0.42,7
top_agent,"(9, 9)",8,8,7,1,0,0,0,1705,34.1,500,10,1777,3.554,58,1.16,10,150,3,25,0.5,8
bottom_agent,"(9, 9)",8,8,7,1,0,0,0,2149,42.98,500,10,2515,5.03,192,3.84,10,150,3,181,3.62,56
top_agent,"(9, 9)",8,6,5,1,0,0,0,2100,42,500,10,5924,11.848,160,3.2,10,150,3,35,0.7,11
bottom_agent,"(9, 9)",8,6,5,1,0,0,0,1898,37.96,500,10,4726,9.452,117,2.34,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,1,0,1,0,0,0,1994,39.88,500,10,3568,7.136,153,3.06,10,150,3,35,0.7,11
bottom_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,1952,39.04,500,10,2952,5.904,132,2.64,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,3,2,1,3,0.006,0.06,1823,36.46,500,10,2360,4.72,94,1.88,10,150,3,21,0.42,7
bottom_agent,"(9, 9)",8,3,2,1,1,0.002,0.02,1852,37.04,500,10,3514,7.028,105,2.1,10,150,3,12,0.24,4
top_agent,"(9, 9)",8,3,2,1,0,0,0,2224,44.48,500,10,4160,8.32,194,3.88,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,3,2,1,2,0.004,0.04,2537,50.74,500,10,3346,6.692,272,5.44,10,150,3,181,3.62,56
top_agent,"(9, 9)",8,7,6,1,0,0,0,1906,38.12,500,10,3154,6.308,119,2.38,10,150,3,51,1.02,16
bottom_agent,"(9, 9)",8,7,6,1,0,0,0,1958,39.16,500,10,3179,6.358,128,2.56,10,150,3,0,0,0
top_agent,"(9, 9)",8,2,1,1,6,0.012,0.12,1771,35.42,500,10,2883,5.766,86,1.72,10,150,3,3,0.06,1
bottom_agent,"(9, 9)",8,2,1,1,32,0.064,0.64,1893,37.86,500,10,5604,11.208,108,2.16,10,150,3,27,0.54,9
top_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,2287,45.74,500,10,3432,6.864,216,4.32,10,150,3,24,0.48,7
bottom_agent,"(9, 9)",8,1,0,1,5,0.01,0.1,2416,48.32,500,10,3599,7.198,244,4.88,10,150,3,24,0.48,7
top_agent,"(9, 9)",8,0,0,0,2,0.004,0.04,1792,35.84,500,10,2051,4.102,86,1.72,10,150,3,15,0.3,5
bottom_agent,"(9, 9)",8,0,0,0,9,0.018,0.18,1837,36.74,500,10,3344,6.688,95,1.9,10,150,3,42,0.84,14
top_agent,"(9, 9)",8,1,0,1,0,0,0,2130,42.6,500,10,4374,8.748,191,3.82,10,150,3,24,0.48,8
bottom_agent,"(9, 9)",8,1,0,1,0,0,0,2222,44.44,500,10,3091,6.182,215,4.3,10,150,3,333,6.66,103
top_agent,"(9, 9)",8,9,8,1,0,0,0,1854,37.08,500,10,4247,8.494,97,1.94,10,150,3,16,0.32,5
bottom_agent,"(9, 9)",8,9,8,1,0,0,0,2216,44.32,500,10,4605,9.21,167,3.34,10,150,3,15,0.3,5
top_agent,"(9, 9)",8,4,3,1,0,0,0,2140,42.8,500,10,3874,7.748,142,2.84,10,150,3,12,0.24,4
bottom_agent,"(9, 9)",8,4,3,1,0,0,0,2659,53.18,500,10,4204,8.408,267,5.34,10,300,6,242,4.84,62
top_agent,"(9, 9)",8,5,4,1,0,0,0,2008,40.16,500,10,3518,7.036,145,2.9,10,150,3,193,3.86,55
bottom_agent,"(9, 9)",8,5,4,1,6,0.012,0.12,2046,40.92,500,10,3979,7.958,145,2.9,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,2,1,1,0,0,0,2050,41,500,10,6059,12.118,157,3.14,10,150,3,3,0.06,1
bottom_agent,"(9, 9)",8,2,1,1,0,0,0,1841,36.82,500,10,4924,9.848,99,1.98,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,0,0,0,0,0,0,1976,39.52,500,10,3848,7.696,120,2.4,10,150,3,33,0.66,10
bottom_agent,"(9, 9)",8,0,0,0,2,0.004,0.04,2220,44.4,500,10,3695,7.39,199,3.98,10,150,3,159,3.18,52
top_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,1914,38.28,500,10,2827,5.654,126,2.52,10,150,3,178,3.56,58
bottom_agent,"(9, 9)",8,1,0,1,4,0.008,0.08,1877,37.54,500,10,4063,8.126,88,1.76,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,8,7,1,0,0,0,1966,39.32,500,10,5596,11.192,139,2.78,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,8,7,1,0,0,0,2146,42.92,500,10,3622,7.244,189,3.78,10,150,3,186,3.72,57
top_agent,"(9, 9)",8,3,2,1,0,0,0,2079,41.58,500,10,5790,11.58,145,2.9,10,200,4,6,0.12,2
bottom_agent,"(9, 9)",8,3,2,1,0,0,0,2093,41.86,500,10,4342,8.684,171,3.42,10,150,3,168,3.36,53
top_agent,"(9, 9)",8,3,2,1,0,0,0,1851,37.02,500,10,3844,7.688,97,1.94,10,150,3,21,0.42,5
bottom_agent,"(9, 9)",8,3,2,1,2,0.004,0.04,1980,39.6,500,10,3761,7.522,140,2.8,10,150,3,165,3.3,55
top_agent,"(9, 9)",8,6,5,1,0,0,0,1783,35.66,500,10,3377,6.754,86,1.72,10,150,3,12,0.24,4
bottom_agent,"(9, 9)",8,6,5,1,2,0.004,0.04,1891,37.82,500,10,3589,7.178,109,2.18,10,150,3,36,0.72,11
top_agent,"(9, 9)",8,1,0,1,0,0,0,1941,38.82,500,10,3895,7.79,124,2.48,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,2488,49.76,500,10,3885,7.77,204,4.08,10,200,4,9,0.18,3
top_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,1982,39.64,500,10,3150,6.3,140,2.8,10,150,3,213,4.26,67
bottom_agent,"(9, 9)",8,1,0,1,0,0,0,1968,39.36,500,10,3196,6.392,138,2.76,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,8,7,1,0,0,0,1959,39.18,500,10,4869,9.738,126,2.52,10,150,3,19,0.38,6
bottom_agent,"(9, 9)",8,8,7,1,0,0,0,2177,43.54,500,10,4611,9.222,183,3.66,10,150,3,88,1.76,24
top_agent,"(9, 9)",8,1,0,1,0,0,0,1960,39.2,500,10,4001,8.002,113,2.26,10,150,3,48,0.96,15
bottom_agent,"(9, 9)",8,1,0,1,6,0.012,0.12,2616,52.32,500,10,4439,8.878,272,5.44,10,150,3,196,3.92,52
top_agent,"(9, 9)",8,11,10,1,1,0.002,0.02,1966,39.32,500,10,3886,7.772,132,2.64,10,150,3,29,0.58,9
bottom_agent,"(9, 9)",8,11,10,1,4,0.008,0.08,2029,40.58,500,10,3689,7.378,153,3.06,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,2028,40.56,500,10,4767,9.534,143,2.86,10,150,3,57,1.14,18
bottom_agent,"(9, 9)",8,1,0,1,4,0.008,0.08,2129,42.58,500,10,4126,8.252,179,3.58,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,19,18,1,0,0,0,1987,39.74,500,10,4449,8.898,128,2.56,10,200,4,9,0.18,3
bottom_agent,"(9, 9)",8,19,18,1,2,0.004,0.04,2220,44.4,500,10,5144,10.288,165,3.3,10,150,3,12,0.24,4
top_agent,"(9, 9)",8,0,0,0,1,0.002,0.02,1765,35.3,500,10,2382,4.764,76,1.52,10,150,3,3,0.06,1
bottom_agent,"(9, 9)",8,0,0,0,11,0.022,0.22,1845,36.9,500,10,2984,5.968,101,2.02,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,11,10,1,10,0.02,0.2,1858,37.16,500,10,2972,5.944,111,2.22,10,150,3,27,0.54,9
bottom_agent,"(9, 9)",8,11,10,1,8,0.016,0.16,1872,37.44,500,10,2942,5.884,111,2.22,10,150,3,30,0.6,10
top_agent,"(9, 9)",8,0,0,0,0,0,0,1906,38.12,500,10,6025,12.05,112,2.24,10,150,3,27,0.54,9
bottom_agent,"(9, 9)",8,0,0,0,3,0.006,0.06,2485,49.7,500,10,4476,8.952,253,5.06,10,150,3,7,0.14,2
top_agent,"(9, 9)",8,7,6,1,0,0,0,1886,37.72,500,10,3699,7.398,113,2.26,10,150,3,25,0.5,8
bottom_agent,"(9, 9)",8,7,6,1,3,0.006,0.06,2080,41.6,500,10,4439,8.878,166,3.32,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,11,10,1,0,0,0,2095,41.9,500,10,3237,6.474,178,3.56,10,150,3,31,0.62,10
bottom_agent,"(9, 9)",8,11,10,1,11,0.022,0.22,2094,41.88,500,10,4252,8.504,164,3.28,10,150,3,177,3.54,57
top_agent,"(9, 9)",8,1,0,1,0,0,0,1757,35.14,500,10,5873,11.746,73,1.46,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,1,0,1,1,0.002,0.02,1834,36.68,500,10,5789,11.578,100,2,10,150,3,33,0.66,10
top_agent,"(9, 9)",8,2,1,1,0,0,0,2136,42.72,500,10,5581,11.162,169,3.38,10,150,3,30,0.6,10
bottom_agent,"(9, 9)",8,2,1,1,0,0,0,2067,41.34,500,10,4546,9.092,161,3.22,10,150,3,94,1.88,31
top_agent,"(9, 9)",8,1,0,1,0,0,0,2099,41.98,500,10,3444,6.888,172,3.44,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,1,0,1,3,0.006,0.06,2159,43.18,500,10,3683,7.366,193,3.86,10,150,3,285,5.7,84
top_agent,"(9, 9)",8,9,8,1,0,0,0,1865,37.3,500,10,2288,4.576,111,2.22,10,150,3,48,0.96,16
bottom_agent,"(9, 9)",8,9,8,1,0,0,0,1951,39.02,500,10,3436,6.872,136,2.72,10,150,3,49,0.98,16
top_agent,"(9, 9)",8,15,14,1,4,0.008,0.08,1834,36.68,500,10,2632,5.264,101,2.02,10,150,3,24,0.48,8
bottom_agent,"(9, 9)",8,15,14,1,1,0.002,0.02,1927,38.54,500,10,3418,6.836,106,2.12,10,150,3,33,0.66,11
top_agent,"(9, 9)",8,8,7,1,5,0.01,0.1,2114,42.28,500,10,3728,7.456,170,3.4,10,150,3,33,0.66,11
bottom_agent,"(9, 9)",8,8,7,1,24,0.048,0.48,2405,48.1,500,10,5618,11.236,215,4.3,10,150,3,24,0.48,8
top_agent,"(9, 9)",8,0,0,0,12,0.024,0.24,1834,36.68,500,10,3435,6.87,94,1.88,10,150,3,40,0.8,13
bottom_agent,"(9, 9)",8,0,0,0,13,0.026,0.26,2014,40.28,500,10,3691,7.382,149,2.98,10,150,3,33,0.66,10
top_agent,"(9, 9)",8,8,7,1,4,0.008,0.08,1930,38.6,500,10,2483,4.966,127,2.54,10,150,3,79,1.58,23
bottom_agent,"(9, 9)",8,8,7,1,6,0.012,0.12,2007,40.14,500,10,2966,5.932,137,2.74,10,150,3,58,1.16,18
top_agent,"(9, 9)",8,6,5,1,0,0,0,2029,40.58,500,10,4596,9.192,161,3.22,10,150,3,24,0.48,8
bottom_agent,"(9, 9)",8,6,5,1,0,0,0,2013,40.26,500,10,4666,9.332,115,2.3,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,4,3,1,1,0.002,0.02,1860,37.2,500,10,5386,10.772,100,2,10,150,3,36,0.72,11
bottom_agent,"(9, 9)",8,4,3,1,0,0,0,2128,42.56,500,10,4673,9.346,185,3.7,10,150,3,18,0.36,5
top_agent,"(9, 9)",8,4,3,1,0,0,0,1749,34.98,500,10,2523,5.046,74,1.48,10,150,3,36,0.72,12
bottom_agent,"(9, 9)",8,4,3,1,0,0,0,2426,48.52,500,10,4113,8.226,245,4.9,10,150,3,38,0.76,12
top_agent,"(9, 9)",8,23,22,1,0,0,0,1961,39.22,500,10,3767,7.534,99,1.98,10,150,3,13,0.26,4
bottom_agent,"(9, 9)",8,23,22,1,0,0,0,2011,40.22,500,10,3318,6.636,99,1.98,10,150,3,30,0.6,10
top_agent,"(9, 9)",8,9,8,1,0,0,0,1964,39.28,500,10,4110,8.22,130,2.6,10,150,3,3,0.06,1
bottom_agent,"(9, 9)",8,9,8,1,0,0,0,2099,41.98,500,10,4138,8.276,157,3.14,10,150,3,36,0.72,12
top_agent,"(9, 9)",8,0,0,0,2,0.004,0.04,1850,37,500,10,3166,6.332,105,2.1,10,150,3,47,0.94,14
bottom_agent,"(9, 9)",8,0,0,0,6,0.012,0.12,1954,39.08,500,10,3408,6.816,130,2.6,10,150,3,40,0.8,11
top_agent,"(9, 9)",8,2,1,1,0,0,0,1743,34.86,500,10,3095,6.19,67,1.34,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,2,1,1,0,0,0,1777,35.54,500,10,3000,6,81,1.62,10,150,3,15,0.3,5
top_agent,"(9, 9)",8,1,0,1,0,0,0,1915,38.3,500,10,2969,5.938,116,2.32,10,150,3,54,1.08,16
bottom_agent,"(9, 9)",8,1,0,1,0,0,0,2048,40.96,500,10,3097,6.194,111,2.22,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,6,5,1,0,0,0,2151,43.02,500,10,4668,9.336,155,3.1,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,6,5,1,0,0,0,1954,39.08,500,10,4970,9.94,139,2.78,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,4,3,1,0,0,0,1717,34.34,500,10,3158,6.316,63,1.26,10,150,3,12,0.24,4
bottom_agent,"(9, 9)",8,4,3,1,0,0,0,1853,37.06,500,10,3254,6.508,107,2.14,10,150,3,51,1.02,17
top_agent,"(9, 9)",8,1,0,1,0,0,0,2071,41.42,500,10,4429,8.858,123,2.46,10,250,5,52,1.04,16
bottom_agent,"(9, 9)",8,1,0,1,5,0.01,0.1,2235,44.7,500,10,5267,10.534,166,3.32,10,150,3,22,0.44,7
top_agent,"(9, 9)",8,3,2,1,0,0,0,1904,38.08,500,10,5070,10.14,117,2.34,10,150,3,48,0.96,16
bottom_agent,"(9, 9)",8,3,2,1,2,0.004,0.04,2222,44.44,500,10,3617,7.234,202,4.04,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,7,6,1,0,0,0,1948,38.96,500,10,4814,9.628,132,2.64,10,150,3,36,0.72,12
bottom_agent,"(9, 9)",8,7,6,1,2,0.004,0.04,2375,47.5,500,10,3999,7.998,242,4.84,10,150,3,3,0.06,1
top_agent,"(9, 9)",8,0,0,0,0,0,0,1825,36.5,500,10,4824,9.648,90,1.8,10,150,3,42,0.84,14
bottom_agent,"(9, 9)",8,0,0,0,0,0,0,2454,49.08,500,10,4140,8.28,268,5.36,10,150,3,198,3.96,59
top_agent,"(9, 9)",8,3,2,1,0,0,0,2069,41.38,500,10,7402,14.804,150,3,10,150,3,9,0.18,3
bottom_agent,"(9, 9)",8,3,2,1,0,0,0,2035,40.7,500,10,5439,10.878,155,3.1,10,150,3,39,0.78,13
top_agent,"(9, 9)",8,12,11,1,1,0.002,0.02,1785,35.7,500,10,3229,6.458,84,1.68,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,12,11,1,18,0.036,0.36,2095,41.9,500,10,4938,9.876,164,3.28,10,150,3,12,0.24,4
top_agent,"(9, 9)",8,1,0,1,0,0,0,2064,41.28,500,10,3543,7.086,164,3.28,10,150,3,78,1.56,25
bottom_agent,"(9, 9)",8,1,0,1,2,0.004,0.04,2078,41.56,500,10,3499,6.998,165,3.3,10,150,3,60,1.2,20
top_agent,"(9, 9)",8,0,0,0,0,0,0,2039,40.78,500,10,4319,8.638,126,2.52,10,150,3,182,3.64,56
bottom_agent,"(9, 9)",8,0,0,0,0,0,0,2386,47.72,500,10,3884,7.768,227,4.54,10,150,3,171,3.42,53
top_agent,"(9, 9)",8,6,5,1,1,0.002,0.02,1911,38.22,500,10,2359,4.718,112,2.24,10,150,3,12,0.24,4
bottom_agent,"(9, 9)",8,6,5,1,1,0.002,0.02,2002,40.04,500,10,3004,6.008,122,2.44,10,150,3,21,0.42,7
top_agent,"(9, 9)",8,4,3,1,27,0.054,0.54,1942,38.84,500,10,6263,12.526,127,2.54,10,150,3,18,0.36,6
bottom_agent,"(9, 9)",8,4,3,1,28,0.056,0.56,2066,41.32,500,10,6107,12.214,148,2.96,10,150,3,9,0.18,3
top_agent,"(9, 9)",8,8,7,1,0,0,0,1827,36.54,500,10,2918,5.836,82,1.64,10,200,4,9,0.18,3
bottom_agent,"(9, 9)",8,8,7,1,1,0.002,0.02,1941,38.82,500,10,3097,6.194,112,2.24,10,150,3,36,0.72,12
top_agent,"(9, 9)",8,2,1,1,2,0.004,0.04,1694,33.88,500,10,2868,5.736,53,1.06,10,150,3,30,0.6,10
bottom_agent,"(9, 9)",8,2,1,1,2,0.004,0.04,1833,36.66,500,10,2700,5.4,93,1.86,10,150,3,18,0.36,6
top_agent,"(9, 9)",8,2,1,1,0,0,0,2102,42.04,500,10,2905,5.81,171,3.42,10,150,3,9,0.18,3
bottom_agent,"(9, 9)",8,2,1,1,7,0.014,0.14,2038,40.76,500,10,3157,6.314,166,3.32,10,150,3,165,3.3,54
top_agent,"(9, 9)",8,2,1,1,3,0.006,0.06,2236,44.72,500,10,3625,7.25,215,4.3,10,150,3,30,0.6,10
bottom_agent,"(9, 9)",8,2,1,1,3,0.006,0.06,2373,47.46,500,10,4728,9.456,248,4.96,10,150,3,525,10.5,159
top_agent,"(9, 9)",8,0,0,0,0,0,0,1858,37.16,500,10,3451,6.902,105,2.1,10,150,3,38,0.76,12
bottom_agent,"(9, 9)",8,0,0,0,0,0,0,1828,36.56,500,10,2857,5.714,92,1.84,10,150,3,6,0.12,2
top_agent,"(9, 9)",8,11,10,1,1,0.002,0.02,2132,42.64,500,10,4091,8.182,172,3.44,10,150,3,33,0.66,11
bottom_agent,"(9, 9)",8,11,10,1,1,0.002,0.02,2017,40.34,500,10,3690,7.38,144,2.88,10,150,3,99,1.98,25
top_agent,"(9, 9)",8,7,6,1,0,0,0,1879,37.58,500,10,3668,7.336,93,1.86,10,150,3,52,1.04,17
bottom_agent,"(9, 9)",8,7,6,1,2,0.004,0.04,1923,38.46,500,10,2520,5.04,114,2.28,10,150,3,30,0.6,10
top_agent,"(9, 9)",8,5,4,1,0,0,0,1736,34.72,500,10,3947,7.894,63,1.26,10,150,3,18,0.36,6
bottom_agent,"(9, 9)",8,5,4,1,0,0,0,2038,40.76,500,10,3177,6.354,133,2.66,10,200,4,64,1.28,17
top_agent,"(9, 9)",8,5,4,1,0,0,0,1812,36.24,500,10,4387,8.774,86,1.72,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,5,4,1,2,0.004,0.04,2039,40.78,500,10,4165,8.33,157,3.14,10,150,3,181,3.62,57
top_agent,"(9, 9)",8,9,8,1,0,0,0,1864,37.28,500,10,2831,5.662,75,1.5,10,250,5,32,0.64,10
bottom_agent,"(9, 9)",8,9,8,1,3,0.006,0.06,2079,41.58,500,10,3599,7.198,133,2.66,10,150,3,12,0.24,4
top_agent,"(9, 9)",8,1,0,1,0,0,0,1853,37.06,500,10,3028,6.056,96,1.92,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,1,0,1,29,0.058,0.58,1908,38.16,500,10,4948,9.896,119,2.38,10,150,3,10,0.2,3
top_agent,"(9, 9)",8,8,7,1,0,0,0,1881,37.62,500,10,3670,7.34,111,2.22,10,150,3,6,0.12,2
bottom_agent,"(9, 9)",8,8,7,1,10,0.02,0.2,1895,37.9,500,10,3578,7.156,116,2.32,10,150,3,39,0.78,13
top_agent,"(9, 9)",8,1,0,1,0,0,0,1850,37,500,10,8996,17.992,93,1.86,10,150,3,0,0,0
bottom_agent,"(9, 9)",8,1,0,1,0,0,0,2312,46.24,500,10,5262,10.524,220,4.4,10,150,3,94,1.88,26
top_agent,"(9, 9)",8,11,10,1,1,0.002,0.02,2089,41.78,500,10,3305,6.61,161,3.22,10,150,3,21,0.42,7
bottom_agent,"(9, 9)",8,11,10,1,1,0.002,0.02,2287,45.74,500,10,3207,6.414,221,4.42,10,150,3,156,3.12,52
top_agent,"(9, 9)",8,13,12,1,7,0.014,0.14,2026,40.52,500,10,4129,8.258,137,2.74,10,200,4,37,0.74,11
