Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
top_agent,"(9, 9)",10,2,1,1,21,0.042,1777,35.54,500,10,4411,8.822,67,1.34,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,2,1,1,39,0.078,1790,35.8,500,10,5916,11.832,98,1.96,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",10,0,0,0,23,0.046,1683,33.66,500,10,4487,8.974,60,1.2,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",10,0,0,0,38,0.076,1843,36.86,500,10,5890,11.78,99,1.98,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,4,3,1,9,0.018,1936,38.72,500,10,3547,7.094,136,2.72,10,150,3,26,0.52,8,0.16
bottom_agent,"(9, 9)",10,4,3,1,52,0.104,1939,38.78,500,10,7372,14.744,133,2.66,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,3,2,1,30,0.06,1817,36.34,500,10,4655,9.31,102,2.04,10,150,3,29,0.58,9,0.18
bottom_agent,"(9, 9)",10,3,2,1,34,0.068,1896,37.92,500,10,3862,7.724,122,2.44,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,3,2,1,3,0.006,1826,36.52,500,10,2760,5.52,84,1.68,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,3,2,1,8,0.016,1750,35,500,10,3532,7.064,80,1.6,10,150,3,55,1.1,17,0.34
top_agent,"(9, 9)",10,4,3,1,38,0.076,1719,34.38,500,10,5209,10.418,72,1.44,10,150,3,30,0.6,10,0.2
bottom_agent,"(9, 9)",10,4,3,1,28,0.056,1796,35.92,500,10,4503,9.006,91,1.82,10,150,3,24,0.48,8,0.16
top_agent,"(9, 9)",10,4,3,1,18,0.036,1650,33,500,10,4243,8.486,48,0.96,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",10,4,3,1,28,0.056,2052,41.04,500,10,4439,8.878,171,3.42,10,150,3,174,3.48,56,1.12
top_agent,"(9, 9)",10,3,2,1,0,0,1751,35.02,500,10,2155,4.31,71,1.42,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,3,2,1,5,0.01,1648,32.96,500,10,2527,5.054,45,0.9,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",10,5,4,1,55,0.11,1749,34.98,500,10,7243,14.486,81,1.62,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,5,4,1,68,0.136,1861,37.22,500,10,7668,15.336,118,2.36,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",10,1,0,1,7,0.014,1657,33.14,500,10,3047,6.094,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,1,0,1,8,0.016,1741,34.82,500,10,2550,5.1,71,1.42,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",10,0,0,0,43,0.086,1734,34.68,500,10,6734,13.468,73,1.46,10,150,3,7,0.14,2,0.04
bottom_agent,"(9, 9)",10,0,0,0,54,0.108,1757,35.14,500,10,6987,13.974,93,1.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,1,0,1,4,0.008,1651,33.02,500,10,2168,4.336,45,0.9,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,1,0,1,16,0.032,1721,34.42,500,10,3215,6.43,70,1.4,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",10,3,2,1,11,0.022,1935,38.7,500,10,3070,6.14,84,1.68,10,300,6,30,0.6,9,0.18
bottom_agent,"(9, 9)",10,3,2,1,44,0.088,1883,37.66,500,10,5824,11.648,74,1.48,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,0,0,0,32,0.064,1905,38.1,500,10,5055,10.11,136,2.72,10,150,3,27,0.54,9,0.18
bottom_agent,"(9, 9)",10,0,0,0,24,0.048,1757,35.14,500,10,4404,8.808,68,1.36,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",10,0,0,0,18,0.036,1624,32.48,500,10,2602,5.204,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,0,0,0,29,0.058,1857,37.14,500,10,4845,9.69,115,2.3,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",10,1,0,1,0,0,1697,33.94,500,10,3763,7.526,56,1.12,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,1,0,1,3,0.006,2103,42.06,500,10,4032,8.064,185,3.7,10,150,3,331,6.62,105,2.1
top_agent,"(9, 9)",10,4,3,1,47,0.094,1883,37.66,500,10,6544,13.088,129,2.58,10,150,3,168,3.36,52,1.04
bottom_agent,"(9, 9)",10,4,3,1,41,0.082,1737,34.74,500,10,5158,10.316,77,1.54,10,150,3,11,0.22,3,0.06
top_agent,"(9, 9)",10,4,3,1,4,0.008,1811,36.22,500,10,3090,6.18,89,1.78,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",10,4,3,1,19,0.038,1672,33.44,500,10,4426,8.852,54,1.08,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,2,1,1,0,0,1660,33.2,500,10,2663,5.326,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,2,1,1,62,0.124,1871,37.42,500,10,7513,15.026,129,2.58,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",10,3,2,1,13,0.026,1735,34.7,500,10,3284,6.568,68,1.36,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,3,2,1,34,0.068,1953,39.06,500,10,5447,10.894,136,2.72,10,150,3,186,3.72,56,1.12
top_agent,"(9, 9)",10,4,3,1,14,0.028,1762,35.24,500,10,3574,7.148,77,1.54,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",10,4,3,1,43,0.086,2048,40.96,500,10,5321,10.642,169,3.38,10,150,3,177,3.54,59,1.18
top_agent,"(9, 9)",10,2,1,1,19,0.038,1641,32.82,500,10,3697,7.394,43,0.86,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",10,2,1,1,35,0.07,1830,36.6,500,10,5245,10.49,106,2.12,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,6,5,1,6,0.012,2012,40.24,500,10,4198,8.396,140,2.8,10,150,3,181,3.62,54,1.08
bottom_agent,"(9, 9)",10,6,5,1,21,0.042,2088,41.76,500,10,5505,11.01,153,3.06,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,1,0,1,6,0.012,1744,34.88,500,10,2440,4.88,78,1.56,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,1,0,1,8,0.016,1879,37.58,500,10,2780,5.56,112,2.24,10,150,3,45,0.9,15,0.3
top_agent,"(9, 9)",10,1,0,1,9,0.018,2112,42.24,500,10,3384,6.768,138,2.76,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",10,1,0,1,46,0.092,2213,44.26,500,10,7133,14.266,188,3.76,10,300,6,168,3.36,53,1.06
top_agent,"(9, 9)",10,0,0,0,6,0.012,1651,33.02,500,10,2795,5.59,48,0.96,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,0,0,0,9,0.018,1905,38.1,500,10,3105,6.21,121,2.42,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",10,1,0,1,41,0.082,1686,33.72,500,10,6520,13.04,66,1.32,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,1,0,1,0,0,1609,32.18,500,10,2910,5.82,34,0.68,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,1,0,1,3,0.006,1879,37.58,500,10,4077,8.154,65,1.3,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",10,1,0,1,13,0.026,1858,37.16,500,10,4115,8.23,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,0,0,0,11,0.022,1695,33.9,500,10,3013,6.026,60,1.2,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,0,0,0,22,0.044,1783,35.66,500,10,3747,7.494,91,1.82,10,150,3,16,0.32,5,0.1
top_agent,"(9, 9)",10,5,3,2,42,0.084,1751,35.02,500,10,5751,11.502,85,1.7,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,5,3,2,36,0.072,1749,34.98,500,10,5553,11.106,78,1.56,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,2,1,1,17,0.034,1697,33.94,500,10,3667,7.334,62,1.24,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",10,2,1,1,45,0.09,1794,35.88,500,10,6523,13.046,91,1.82,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",10,0,0,0,63,0.126,1796,35.92,500,10,7424,14.848,102,2.04,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,0,0,0,65,0.13,1844,36.88,500,10,7612,15.224,104,2.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,0,0,0,7,0.014,1669,33.38,500,10,2843,5.686,52,1.04,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",10,0,0,0,30,0.06,1884,37.68,500,10,5295,10.59,124,2.48,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",10,2,1,1,31,0.062,1743,34.86,500,10,4109,8.218,77,1.54,10,150,3,24,0.48,8,0.16
bottom_agent,"(9, 9)",10,2,1,1,40,0.08,1747,34.94,500,10,5420,10.84,81,1.62,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,3,2,1,10,0.02,1885,37.7,500,10,3466,6.932,110,2.2,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,3,2,1,11,0.022,1770,35.4,500,10,3878,7.756,69,1.38,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",10,4,3,1,16,0.032,1715,34.3,500,10,3050,6.1,62,1.24,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",10,4,3,1,33,0.066,1803,36.06,500,10,4814,9.628,90,1.8,10,150,3,7,0.14,2,0.04
top_agent,"(9, 9)",10,3,2,1,25,0.05,1768,35.36,500,10,5065,10.13,68,1.36,10,200,4,38,0.76,12,0.24
bottom_agent,"(9, 9)",10,3,2,1,0,0,1654,33.08,500,10,2583,5.166,48,0.96,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,3,2,1,55,0.11,1843,36.86,500,10,7274,14.548,86,1.72,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",10,3,2,1,52,0.104,1935,38.7,500,10,7323,14.646,123,2.46,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",10,1,0,1,1,0.002,1808,36.16,500,10,4116,8.232,62,1.24,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",10,1,0,1,11,0.022,1767,35.34,500,10,4749,9.498,81,1.62,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",10,4,3,1,3,0.006,1950,39,500,10,2335,4.67,103,2.06,10,150,3,36,0.72,12,0.24
bottom_agent,"(9, 9)",10,4,3,1,16,0.032,1780,35.6,500,10,4269,8.538,84,1.68,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",10,0,0,0,0,0,1742,34.84,500,10,3238,6.476,75,1.5,10,150,3,39,0.78,13,0.26
bottom_agent,"(9, 9)",10,0,0,0,2,0.004,1825,36.5,500,10,3469,6.938,96,1.92,10,150,3,0,0,0,0
top_agent,"(9, 9)",10,2,1,1,0,0,1697,33.94,500,10,2347,4.694,64,1.28,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",10,2,1,1,4,0.008,1943,38.86,500,10,3812,7.624,117,2.34,10,150,3,17,0.34,5,0.1
top_agent,"(9, 9)",10,2,1,1,4,0.008,1753,35.06,500,10,2914,5.828,74,1.48,10,150,3,39,0.78,13,0.26
bottom_agent,"(9, 9)",10,2,1,1,30,0.06,1970,39.4,500,10,4500,9,143,2.86,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",10,1,0,1,9,0.018,1877,37.54,500,10,3071,6.142,109,2.18,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",10,1,0,1,2,0.004,1924,38.48,500,10,3305,6.61,129,2.58,10,150,3,168,3.36,53,1.06
top_agent,"(9, 9)",10,3,2,1,3,0.006,1618,32.36,500,10,1859,3.718,37,0.74,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",10,3,2,1,8,0.016,1879,37.58,500,10,2574,5.148,111,2.22,10,150,3,18,0.36,6,0.12
top_agent,"(9, 9)",10,6,5,1,1,0.002,1627,32.54,500,10,2453,4.906,42,0.84,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",10,6,5,1,1,0.002,1681,33.62,500,10,3012,6.024,56,1.12,10,150,3,18,0.36,6,0.12
top_agent,"(9, 9)",12,0,0,0,88,0.176,1771,35.42,500,10,7408,14.816,98,1.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,97,0.194,1753,35.06,500,10,7946,15.892,95,1.9,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,0,0,0,0,0,1621,32.42,500,10,2577,5.154,37,0.74,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",12,0,0,0,14,0.028,1802,36.04,500,10,4291,8.582,87,1.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,4,3,1,80,0.16,1693,33.86,500,10,6698,13.396,71,1.42,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,4,3,1,84,0.168,1745,34.9,500,10,7240,14.48,100,2,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,0,0,0,32,0.064,1642,32.84,500,10,4205,8.41,47,0.94,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",12,0,0,0,13,0.026,1600,32,500,10,3047,6.094,33,0.66,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,0,0,0,59,0.118,1842,36.84,500,10,5874,11.748,97,1.94,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,48,0.096,1859,37.18,500,10,4272,8.544,99,1.98,10,200,4,29,0.58,9,0.18
top_agent,"(9, 9)",12,0,0,0,13,0.026,1685,33.7,500,10,3039,6.078,54,1.08,10,150,3,32,0.64,9,0.18
bottom_agent,"(9, 9)",12,0,0,0,11,0.022,1660,33.2,500,10,3419,6.838,48,0.96,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,4,3,1,82,0.164,1710,34.2,500,10,7213,14.426,79,1.58,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,4,3,1,93,0.186,1708,34.16,500,10,8598,17.196,89,1.78,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,1,0,1,36,0.072,1875,37.5,500,10,4819,9.638,113,2.26,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,1,0,1,70,0.14,1745,34.9,500,10,8710,17.42,100,2,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",12,1,0,1,48,0.096,1913,38.26,500,10,5375,10.75,128,2.56,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",12,1,0,1,62,0.124,1882,37.64,500,10,6677,13.354,136,2.72,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",12,0,0,0,61,0.122,1691,33.82,500,10,5666,11.332,78,1.56,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,70,0.14,1726,34.52,500,10,6251,12.502,89,1.78,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",12,0,0,0,15,0.03,1668,33.36,500,10,3419,6.838,54,1.08,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",12,0,0,0,16,0.032,1690,33.8,500,10,3645,7.29,59,1.18,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",12,1,0,1,56,0.112,1712,34.24,500,10,5862,11.724,79,1.58,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,1,0,1,61,0.122,1714,34.28,500,10,5557,11.114,74,1.48,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,0,0,0,1,0.002,2065,41.3,500,10,2131,4.262,150,3,10,200,4,9,0.18,3,0.06
bottom_agent,"(9, 9)",12,0,0,0,34,0.068,1858,37.16,500,10,3676,7.352,98,1.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,2,1,1,39,0.078,1652,33.04,500,10,4230,8.46,50,1,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,2,1,1,54,0.108,1735,34.7,500,10,5560,11.12,78,1.56,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",12,1,0,1,59,0.118,1653,33.06,500,10,5660,11.32,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,1,0,1,76,0.152,1710,34.2,500,10,6785,13.57,79,1.58,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",12,0,0,0,38,0.076,1839,36.78,500,10,4871,9.742,109,2.18,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",12,0,0,0,55,0.11,1909,38.18,500,10,6208,12.416,133,2.66,10,150,3,156,3.12,52,1.04
top_agent,"(9, 9)",12,3,2,1,71,0.142,1666,33.32,500,10,6453,12.906,70,1.4,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",12,3,2,1,75,0.15,1696,33.92,500,10,6978,13.956,74,1.48,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,3,1,2,45,0.09,1616,32.32,500,10,4480,8.96,46,0.92,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,3,1,2,40,0.08,1643,32.86,500,10,3200,6.4,51,1.02,10,150,3,9,0.18,3,0.06
top_agent,"(9, 9)",12,0,0,0,84,0.168,1689,33.78,500,10,7445,14.89,78,1.56,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,90,0.18,1753,35.06,500,10,6894,13.788,99,1.98,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,4,3,1,70,0.14,1662,33.24,500,10,6767,13.534,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,4,3,1,69,0.138,1686,33.72,500,10,6817,13.634,69,1.38,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,0,0,0,32,0.064,1765,35.3,500,10,4700,9.4,72,1.44,10,150,3,29,0.58,9,0.18
bottom_agent,"(9, 9)",12,0,0,0,67,0.134,1860,37.2,500,10,7467,14.934,126,2.52,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",12,3,2,1,81,0.162,1741,34.82,500,10,6800,13.6,91,1.82,10,150,3,70,1.4,21,0.42
bottom_agent,"(9, 9)",12,3,2,1,85,0.17,1759,35.18,500,10,8405,16.81,103,2.06,10,150,3,53,1.06,16,0.32
top_agent,"(9, 9)",12,0,0,0,77,0.154,1688,33.76,500,10,6113,12.226,75,1.5,10,150,3,24,0.48,7,0.14
bottom_agent,"(9, 9)",12,0,0,0,87,0.174,1694,33.88,500,10,6659,13.318,77,1.54,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",12,1,0,1,66,0.132,1665,33.3,500,10,7200,14.4,66,1.32,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,1,0,1,54,0.108,1711,34.22,500,10,6224,12.448,74,1.48,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,1,0,1,72,0.144,1825,36.5,500,10,6652,13.304,112,2.24,10,150,3,57,1.14,19,0.38
bottom_agent,"(9, 9)",12,1,0,1,56,0.112,1753,35.06,500,10,5148,10.296,84,1.68,10,150,3,24,0.48,8,0.16
top_agent,"(9, 9)",12,0,0,0,69,0.138,1850,37,500,10,6184,12.368,120,2.4,10,150,3,175,3.5,55,1.1
bottom_agent,"(9, 9)",12,0,0,0,79,0.158,1838,36.76,500,10,7124,14.248,121,2.42,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",12,0,0,0,68,0.136,1710,34.2,500,10,7466,14.932,79,1.58,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,71,0.142,1750,35,500,10,6743,13.486,78,1.56,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,0,0,0,61,0.122,1658,33.16,500,10,5063,10.126,61,1.22,10,150,3,33,0.66,11,0.22
bottom_agent,"(9, 9)",12,0,0,0,65,0.13,1698,33.96,500,10,5842,11.684,74,1.48,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,0,0,0,53,0.106,1612,32.24,500,10,5609,11.218,49,0.98,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,52,0.104,1624,32.48,500,10,5077,10.154,54,1.08,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,1,0,1,15,0.03,1682,33.64,500,10,2572,5.144,58,1.16,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",12,1,0,1,35,0.07,1884,37.68,500,10,4467,8.934,121,2.42,10,150,3,193,3.86,62,1.24
top_agent,"(9, 9)",12,3,2,1,56,0.112,1693,33.86,500,10,5888,11.776,75,1.5,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,3,2,1,14,0.028,1713,34.26,500,10,3106,6.212,70,1.4,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",12,3,2,1,7,0.014,1605,32.1,500,10,1896,3.792,31,0.62,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",12,3,2,1,24,0.048,1747,34.94,500,10,4007,8.014,75,1.5,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,2,1,1,36,0.072,1804,36.08,500,10,4040,8.08,59,1.18,10,150,3,42,0.84,13,0.26
bottom_agent,"(9, 9)",12,2,1,1,41,0.082,1858,37.16,500,10,4621,9.242,75,1.5,10,300,6,6,0.12,2,0.04
top_agent,"(9, 9)",12,0,0,0,58,0.116,1695,33.9,500,10,5837,11.674,69,1.38,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",12,0,0,0,75,0.15,1673,33.46,500,10,6375,12.75,67,1.34,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",12,1,0,1,15,0.03,1615,32.3,500,10,2634,5.268,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,1,0,1,67,0.134,1757,35.14,500,10,6065,12.13,92,1.84,10,150,3,12,0.24,4,0.08
top_agent,"(9, 9)",12,10,9,1,21,0.042,1612,32.24,500,10,3389,6.778,38,0.76,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,10,9,1,35,0.07,1650,33,500,10,3768,7.536,47,0.94,10,150,3,20,0.4,6,0.12
top_agent,"(9, 9)",12,1,0,1,67,0.134,1658,33.16,500,10,4769,9.538,63,1.26,10,150,3,4,0.08,1,0.02
bottom_agent,"(9, 9)",12,1,0,1,55,0.11,1647,32.94,500,10,5202,10.404,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,0,0,0,9,0.018,1788,35.76,500,10,2731,5.462,47,0.94,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",12,0,0,0,0,0,1639,32.78,500,10,3238,6.476,44,0.88,10,150,3,19,0.38,6,0.12
top_agent,"(9, 9)",12,6,5,1,48,0.096,1825,36.5,500,10,3963,7.926,51,1.02,10,300,6,22,0.44,6,0.12
bottom_agent,"(9, 9)",12,6,5,1,50,0.1,1723,34.46,500,10,5137,10.274,68,1.36,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",12,0,0,0,56,0.112,1816,36.32,500,10,5375,10.75,114,2.28,10,150,3,21,0.42,7,0.14
bottom_agent,"(9, 9)",12,0,0,0,84,0.168,1866,37.32,500,10,6550,13.1,121,2.42,10,150,3,183,3.66,53,1.06
top_agent,"(9, 9)",12,4,3,1,22,0.044,1686,33.72,500,10,3312,6.624,62,1.24,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",12,4,3,1,29,0.058,1868,37.36,500,10,4407,8.814,113,2.26,10,150,3,212,4.24,57,1.14
top_agent,"(9, 9)",12,2,1,1,75,0.15,1678,33.56,500,10,6199,12.398,68,1.36,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,2,1,1,81,0.162,1664,33.28,500,10,7838,15.676,77,1.54,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,7,6,1,75,0.15,1675,33.5,500,10,7455,14.91,77,1.54,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,7,6,1,41,0.082,1648,32.96,500,10,5019,10.038,61,1.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,2,1,1,75,0.15,1713,34.26,500,10,6246,12.492,84,1.68,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,2,1,1,82,0.164,1707,34.14,500,10,6333,12.666,77,1.54,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,0,0,0,68,0.136,1698,33.96,500,10,7944,15.888,85,1.7,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,76,0.152,1720,34.4,500,10,7102,14.204,85,1.7,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",12,2,1,1,61,0.122,1712,34.24,500,10,5823,11.646,76,1.52,10,150,3,15,0.3,5,0.1
bottom_agent,"(9, 9)",12,2,1,1,89,0.178,1743,34.86,500,10,8908,17.816,99,1.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",12,0,0,0,57,0.114,1704,34.08,500,10,6727,13.454,79,1.58,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,80,0.16,1713,34.26,500,10,7499,14.998,83,1.66,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,0,0,0,41,0.082,1796,35.92,500,10,4659,9.318,102,2.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,56,0.112,1801,36.02,500,10,5444,10.888,108,2.16,10,150,3,168,3.36,51,1.02
top_agent,"(9, 9)",12,0,0,0,52,0.104,1630,32.6,500,10,4912,9.824,60,1.2,10,150,3,12,0.24,4,0.08
bottom_agent,"(9, 9)",12,0,0,0,70,0.14,1666,33.32,500,10,6321,12.642,71,1.42,10,150,3,21,0.42,7,0.14
top_agent,"(9, 9)",12,0,0,0,32,0.064,1579,31.58,500,10,3880,7.76,30,0.6,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",12,0,0,0,44,0.088,1739,34.78,500,10,4991,9.982,79,1.58,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,0,0,0,17,0.034,1639,32.78,500,10,4143,8.286,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,35,0.07,1822,36.44,500,10,5341,10.682,78,1.56,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",12,2,1,1,4,0.008,1803,36.06,500,10,1679,3.358,92,1.84,10,150,3,18,0.36,6,0.12
bottom_agent,"(9, 9)",12,2,1,1,31,0.062,1703,34.06,500,10,4233,8.466,77,1.54,10,150,3,15,0.3,5,0.1
top_agent,"(9, 9)",12,0,0,0,46,0.092,1654,33.08,500,10,4960,9.92,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",12,0,0,0,68,0.136,1705,34.1,500,10,6249,12.498,75,1.5,10,150,3,21,0.42,7,0.14
