Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(15, 15)",25,0,0,0,86,0.172,1544,30.88,500,10,17054,34.108,39,0.078,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,92,0.184,1574,31.48,500,10,14122,28.244,38,0.076,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,1,0,1,82,0.164,1584,31.68,500,10,17143,34.286,44,0.088,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,87,0.174,1590,31.8,500,10,14641,29.282,47,0.094,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,59,0.118,1548,30.96,500,10,10105,20.21,27,0.054,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,63,0.126,1571,31.42,500,10,9350,18.7,34,0.068,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,56,0.112,1557,31.14,500,10,13613,27.226,31,0.062,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,79,0.158,1587,31.74,500,10,22173,44.346,52,0.104,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,58,0.116,1682,33.64,500,10,14471,28.942,43,0.086,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,65,0.13,1811,36.22,500,10,15719,31.438,90,0.18,10,150,3,6,0.12,2
top_agent,"(15, 15)",25,0,0,0,93,0.186,1714,34.28,500,10,19904,39.808,97,0.194,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,98,0.196,1745,34.9,500,10,21112,42.224,106,0.212,10,150,3,153,3.06,51
top_agent,"(15, 15)",25,1,0,1,15,0.03,1574,31.48,500,10,5283,10.566,8,0.016,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,1,0,1,69,0.138,1621,32.42,500,10,13650,27.3,36,0.072,10,150,3,18,0.36,6
top_agent,"(15, 15)",25,0,0,0,118,0.236,1598,31.96,500,10,22429,44.858,65,0.13,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,127,0.254,1615,32.3,500,10,24858,49.716,63,0.126,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,121,0.242,1596,31.92,500,10,23775,47.55,57,0.114,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,1,0,1,134,0.268,1653,33.06,500,10,28736,57.472,81,0.162,10,150,3,6,0.12,2
top_agent,"(15, 15)",25,0,0,0,74,0.148,1576,31.52,500,10,16341,32.682,41,0.082,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,79,0.158,1538,30.76,500,10,14038,28.076,27,0.054,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,76,0.152,1640,32.8,500,10,16755,33.51,43,0.086,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,77,0.154,1635,32.7,500,10,17761,35.522,47,0.094,10,200,4,0,0,0
top_agent,"(15, 15)",25,2,1,1,61,0.122,1708,34.16,500,10,13494,26.988,82,0.164,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,81,0.162,1755,35.1,500,10,16395,32.79,100,0.2,10,150,3,159,3.18,51
top_agent,"(15, 15)",25,1,0,1,54,0.108,1545,30.9,500,10,9280,18.56,25,0.05,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,76,0.152,1548,30.96,500,10,15567,31.134,35,0.07,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,104,0.208,1583,31.66,500,10,22104,44.208,55,0.11,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,113,0.226,1587,31.74,500,10,24631,49.262,66,0.132,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,54,0.108,1726,34.52,500,10,11792,23.584,87,0.174,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",25,1,0,1,64,0.128,1726,34.52,500,10,14326,28.652,86,0.172,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,88,0.176,1610,32.2,500,10,21336,42.672,56,0.112,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,85,0.17,1630,32.6,500,10,17646,35.292,59,0.118,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,1,0,1,84,0.168,1583,31.66,500,10,15411,30.822,42,0.084,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,102,0.204,1574,31.48,500,10,16349,32.698,45,0.09,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,2,0.004,1701,34.02,500,10,1616,3.232,49,0.098,10,200,4,9,0.18,3
bottom_agent,"(15, 15)",25,0,0,0,0,0,1745,34.9,500,10,2045,4.09,62,0.124,10,200,4,6,0.12,2
top_agent,"(15, 15)",25,1,0,1,98,0.196,1594,31.88,500,10,20293,40.586,54,0.108,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,1,0,1,92,0.184,1599,31.98,500,10,15402,30.804,54,0.108,10,150,3,9,0.18,3
top_agent,"(15, 15)",25,0,0,0,87,0.174,1540,30.8,500,10,16627,33.254,36,0.072,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,96,0.192,1567,31.34,500,10,20325,40.65,50,0.1,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,65,0.13,1539,30.78,500,10,13943,27.886,28,0.056,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,79,0.158,1581,31.62,500,10,15580,31.16,42,0.084,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,129,0.258,1580,31.6,500,10,22889,45.778,50,0.1,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,129,0.258,1612,32.24,500,10,21821,43.642,65,0.13,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,0,0,0,10,0.02,1524,30.48,500,10,3513,7.026,8,0.016,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,62,0.124,1590,31.8,500,10,12708,25.416,44,0.088,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,110,0.22,1602,32.04,500,10,22462,44.924,66,0.132,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,118,0.236,1599,31.98,500,10,23728,47.456,65,0.13,10,150,3,6,0.12,2
top_agent,"(15, 15)",25,3,2,1,126,0.252,1578,31.56,500,10,23623,47.246,58,0.116,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,3,2,1,138,0.276,1628,32.56,500,10,23777,47.554,67,0.134,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,105,0.21,1572,31.44,500,10,20645,41.29,53,0.106,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,124,0.248,1756,35.12,500,10,21639,43.278,108,0.216,10,150,3,0,0,0
top_agent,"(15, 15)",25,5,4,1,100,0.2,1584,31.68,500,10,16328,32.656,52,0.104,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,5,4,1,103,0.206,1604,32.08,500,10,20040,40.08,55,0.11,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,92,0.184,1751,35.02,500,10,20641,41.282,103,0.206,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,88,0.176,1735,34.7,500,10,19156,38.312,95,0.19,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,117,0.234,1579,31.58,500,10,24123,48.246,57,0.114,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,120,0.24,1655,33.1,500,10,21271,42.542,68,0.136,10,150,3,9,0.18,3
top_agent,"(15, 15)",25,0,0,0,88,0.176,1579,31.58,500,10,18000,36,52,0.104,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,113,0.226,1622,32.44,500,10,19153,38.306,59,0.118,10,150,3,27,0.54,8
top_agent,"(15, 15)",25,4,3,1,69,0.138,1595,31.9,500,10,13333,26.666,45,0.09,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,4,3,1,94,0.188,1750,35,500,10,19708,39.416,109,0.218,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,76,0.152,1563,31.26,500,10,12790,25.58,37,0.074,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,110,0.22,1626,32.52,500,10,17835,35.67,45,0.09,10,200,4,3,0.06,1
top_agent,"(15, 15)",25,3,2,1,84,0.168,1750,35,500,10,20425,40.85,107,0.214,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,3,2,1,112,0.224,1794,35.88,500,10,21148,42.296,117,0.234,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,57,0.114,1622,32.44,500,10,11239,22.478,34,0.068,10,200,4,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,87,0.174,1772,35.44,500,10,14096,28.192,84,0.168,10,200,4,0,0,0
top_agent,"(15, 15)",25,0,0,0,116,0.232,1569,31.38,500,10,21739,43.478,49,0.098,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,138,0.276,1653,33.06,500,10,29117,58.234,86,0.172,10,150,3,0,0,0
top_agent,"(15, 15)",25,3,2,1,108,0.216,1567,31.34,500,10,24152,48.304,50,0.1,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,3,2,1,112,0.224,1601,32.02,500,10,20384,40.768,59,0.118,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,23,0.046,1541,30.82,500,10,6347,12.694,17,0.034,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,40,0.08,1551,31.02,500,10,8552,17.104,20,0.04,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,98,0.196,1608,32.16,500,10,19519,39.038,53,0.106,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,108,0.216,1587,31.74,500,10,19963,39.926,48,0.096,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,120,0.24,1625,32.5,500,10,22504,45.008,66,0.132,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,128,0.256,1595,31.9,500,10,26211,52.422,64,0.128,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,3,2,1,92,0.184,1604,32.08,500,10,18634,37.268,55,0.11,10,150,3,10,0.2,3
bottom_agent,"(15, 15)",25,3,2,1,87,0.174,1616,32.32,500,10,16309,32.618,52,0.104,10,150,3,0,0,0
top_agent,"(15, 15)",25,5,4,1,7,0.014,1669,33.38,500,10,2825,5.65,6,0.012,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,5,4,1,18,0.036,1549,30.98,500,10,5566,11.132,16,0.032,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,111,0.222,1634,32.68,500,10,25307,50.614,71,0.142,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,123,0.246,1637,32.74,500,10,22073,44.146,67,0.134,10,150,3,9,0.18,3
top_agent,"(15, 15)",25,2,1,1,93,0.186,1645,32.9,500,10,15880,31.76,45,0.09,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,95,0.19,1644,32.88,500,10,18468,36.936,43,0.086,10,200,4,0,0,0
top_agent,"(15, 15)",25,0,0,0,121,0.242,1604,32.08,500,10,21544,43.088,59,0.118,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,109,0.218,1625,32.5,500,10,24150,48.3,75,0.15,10,150,3,9,0.18,3
top_agent,"(15, 15)",25,0,0,0,122,0.244,1595,31.9,500,10,21603,43.206,55,0.11,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,116,0.232,1605,32.1,500,10,22121,44.242,65,0.13,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,97,0.194,1581,31.62,500,10,14243,28.486,44,0.088,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,116,0.232,1587,31.74,500,10,22410,44.82,56,0.112,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,1,0,1,58,0.116,1694,33.88,500,10,11458,22.916,73,0.146,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,68,0.136,1724,34.48,500,10,12585,25.17,85,0.17,10,150,3,156,3.12,52
top_agent,"(15, 15)",25,2,1,1,77,0.154,1757,35.14,500,10,15822,31.644,92,0.184,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,114,0.228,1803,36.06,500,10,20646,41.292,118,0.236,10,150,3,162,3.24,50
top_agent,"(15, 15)",25,0,0,0,96,0.192,1603,32.06,500,10,20394,40.788,56,0.112,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,110,0.22,1592,31.84,500,10,22448,44.896,62,0.124,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,81,0.162,1562,31.24,500,10,15122,30.244,40,0.08,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,114,0.228,1719,34.38,500,10,21002,42.004,98,0.196,10,150,3,150,3,50
top_agent,"(15, 15)",25,0,0,0,103,0.206,1552,31.04,500,10,19114,38.228,41,0.082,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,104,0.208,1583,31.66,500,10,17081,34.162,41,0.082,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,93,0.186,1628,32.56,500,10,19207,38.414,59,0.118,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,100,0.2,1616,32.32,500,10,24566,49.132,63,0.126,10,150,3,0,0,0
top_agent,"(15, 15)",25,3,2,1,113,0.226,1597,31.94,500,10,20448,40.896,51,0.102,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,3,2,1,114,0.228,1585,31.7,500,10,22390,44.78,59,0.118,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,96,0.192,1563,31.26,500,10,17005,34.01,45,0.09,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,113,0.226,1785,35.7,500,10,21990,43.98,122,0.244,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,89,0.178,1619,32.38,500,10,19611,39.222,54,0.108,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,98,0.196,1592,31.84,500,10,22498,44.996,59,0.118,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,84,0.168,1574,31.48,500,10,14561,29.122,44,0.088,10,150,3,15,0.3,5
bottom_agent,"(15, 15)",25,2,1,1,92,0.184,1586,31.72,500,10,14150,28.3,46,0.092,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,1,0,1,91,0.182,1561,31.22,500,10,15314,30.628,43,0.086,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,102,0.204,1571,31.42,500,10,18865,37.73,46,0.092,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,115,0.23,1599,31.98,500,10,22944,45.888,64,0.128,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",25,1,0,1,121,0.242,1617,32.34,500,10,19976,39.952,58,0.116,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,1,0,1,103,0.206,1597,31.94,500,10,20121,40.242,59,0.118,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,115,0.23,1654,33.08,500,10,22120,44.24,78,0.156,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,76,0.152,1575,31.5,500,10,15516,31.032,36,0.072,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,92,0.184,1615,32.3,500,10,18782,37.564,60,0.12,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,122,0.244,1606,32.12,500,10,21544,43.088,64,0.128,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,150,0.3,1616,32.32,500,10,24829,49.658,66,0.132,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,95,0.19,1604,32.08,500,10,19815,39.63,53,0.106,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,0,0,0,96,0.192,1610,32.2,500,10,20709,41.418,58,0.116,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,121,0.242,1586,31.72,500,10,23232,46.464,55,0.11,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,125,0.25,1572,31.44,500,10,27321,54.642,66,0.132,10,150,3,0,0,0
top_agent,"(15, 15)",25,3,2,1,88,0.176,1572,31.44,500,10,17062,34.124,42,0.084,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,3,2,1,108,0.216,1563,31.26,500,10,21127,42.254,47,0.094,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,116,0.232,1642,32.84,500,10,24837,49.674,71,0.142,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,1,0,1,129,0.258,1624,32.48,500,10,23143,46.286,71,0.142,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,93,0.186,1574,31.48,500,10,16681,33.362,45,0.09,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,101,0.202,1545,30.9,500,10,18370,36.74,42,0.084,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,42,0.084,1528,30.56,500,10,8414,16.828,17,0.034,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,1,0,1,45,0.09,1538,30.76,500,10,9616,19.232,17,0.034,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,106,0.212,1585,31.7,500,10,21110,42.22,51,0.102,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,130,0.26,1633,32.66,500,10,26088,52.176,72,0.144,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,111,0.222,1602,32.04,500,10,20385,40.77,60,0.12,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,125,0.25,1629,32.58,500,10,25378,50.756,70,0.14,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,56,0.112,1562,31.24,500,10,12289,24.578,34,0.068,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,2,1,1,59,0.118,1576,31.52,500,10,14059,28.118,35,0.07,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,100,0.2,1592,31.84,500,10,22113,44.226,59,0.118,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,93,0.186,1604,32.08,500,10,15344,30.688,48,0.096,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,95,0.19,1563,31.26,500,10,19164,38.328,47,0.094,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,91,0.182,1657,33.14,500,10,19318,38.636,67,0.134,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,1,0,1,110,0.22,1577,31.54,500,10,19971,39.942,51,0.102,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,119,0.238,1617,32.34,500,10,23271,46.542,65,0.13,10,150,3,9,0.18,3
top_agent,"(15, 15)",25,0,0,0,101,0.202,1605,32.1,500,10,17502,35.004,49,0.098,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,118,0.236,1647,32.94,500,10,24215,48.43,77,0.154,10,150,3,18,0.36,6
top_agent,"(15, 15)",25,0,0,0,93,0.186,1578,31.56,500,10,19650,39.3,47,0.094,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,101,0.202,1593,31.86,500,10,17856,35.712,52,0.104,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,104,0.208,1602,32.04,500,10,18255,36.51,52,0.104,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,1,0,1,125,0.25,1612,32.24,500,10,24359,48.718,60,0.12,10,150,3,0,0,0
top_agent,"(15, 15)",25,6,5,1,67,0.134,1556,31.12,500,10,13907,27.814,32,0.064,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,6,5,1,93,0.186,1910,38.2,500,10,16772,33.544,105,0.21,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,76,0.152,1570,31.4,500,10,12678,25.356,34,0.068,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,69,0.138,1571,31.42,500,10,13937,27.874,37,0.074,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,107,0.214,1569,31.38,500,10,17756,35.512,46,0.092,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",25,0,0,0,107,0.214,1592,31.84,500,10,23162,46.324,60,0.12,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,106,0.212,1602,32.04,500,10,23298,46.596,66,0.132,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",25,2,1,1,130,0.26,1620,32.4,500,10,23357,46.714,72,0.144,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,106,0.212,1586,31.72,500,10,22366,44.732,57,0.114,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,124,0.248,1593,31.86,500,10,26086,52.172,66,0.132,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,37,0.074,1582,31.64,500,10,10081,20.162,33,0.066,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",25,0,0,0,60,0.12,1595,31.9,500,10,11442,22.884,41,0.082,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,112,0.224,1552,31.04,500,10,19486,38.972,48,0.096,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,116,0.232,1608,32.16,500,10,22570,45.14,67,0.134,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,86,0.172,1586,31.72,500,10,16768,33.536,44,0.088,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,101,0.202,1615,32.3,500,10,22025,44.05,57,0.114,10,150,3,0,0,0
top_agent,"(15, 15)",25,1,0,1,67,0.134,1729,34.58,500,10,12630,25.26,90,0.18,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,1,0,1,74,0.148,1738,34.76,500,10,16117,32.234,98,0.196,10,150,3,158,3.16,50
top_agent,"(15, 15)",25,0,0,0,54,0.108,1545,30.9,500,10,12212,24.424,24,0.048,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",25,0,0,0,98,0.196,1649,32.98,500,10,23791,47.582,67,0.134,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,106,0.212,1595,31.9,500,10,21824,43.648,55,0.11,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,118,0.236,1674,33.48,500,10,26432,52.864,92,0.184,10,150,3,12,0.24,4
top_agent,"(15, 15)",25,0,0,0,61,0.122,1602,32.04,500,10,15882,31.764,48,0.096,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,67,0.134,1576,31.52,500,10,16463,32.926,39,0.078,10,150,3,3,0.06,1
top_agent,"(15, 15)",25,0,0,0,125,0.25,1719,34.38,500,10,19870,39.74,99,0.198,10,150,3,150,3,50
bottom_agent,"(15, 15)",25,0,0,0,130,0.26,1764,35.28,500,10,26525,53.05,118,0.236,10,150,3,150,3,50
top_agent,"(15, 15)",25,2,1,1,119,0.238,1580,31.6,500,10,28309,56.618,65,0.13,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,129,0.258,1616,32.32,500,10,26367,52.734,68,0.136,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,99,0.198,1554,31.08,500,10,15837,31.674,38,0.076,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,107,0.214,1623,32.46,500,10,20885,41.77,63,0.126,10,150,3,0,0,0
top_agent,"(15, 15)",25,3,2,1,0,0,1536,30.72,500,10,1936,3.872,12,0.024,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,3,2,1,27,0.054,1527,30.54,500,10,6154,12.308,9,0.018,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,74,0.148,1561,31.22,500,10,11554,23.108,32,0.064,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,93,0.186,1564,31.28,500,10,15695,31.39,35,0.07,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,67,0.134,1562,31.24,500,10,15190,30.38,37,0.074,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,98,0.196,1602,32.04,500,10,25706,51.412,68,0.136,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,101,0.202,1577,31.54,500,10,20384,40.768,53,0.106,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,104,0.208,1632,32.64,500,10,20823,41.646,60,0.12,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,128,0.256,1660,33.2,500,10,29085,58.17,75,0.15,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,136,0.272,1620,32.4,500,10,24248,48.496,72,0.144,10,150,3,0,0,0
top_agent,"(15, 15)",25,2,1,1,68,0.136,1578,31.56,500,10,14123,28.246,43,0.086,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,2,1,1,88,0.176,1575,31.5,500,10,18586,37.172,46,0.092,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,132,0.264,1573,31.46,500,10,19897,39.794,46,0.092,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",25,0,0,0,132,0.264,1589,31.78,500,10,27739,55.478,69,0.138,10,150,3,0,0,0
top_agent,"(15, 15)",25,0,0,0,73,0.146,1708,34.16,500,10,11205,22.41,78,0.156,10,150,3,0,0,0
bottom_agent,"(15, 15)",25,0,0,0,73,0.146,1713,34.26,500,10,14676,29.352,86,0.172,10,150,3,156,3.12,52
top_agent,"(15, 15)",30,1,0,1,137,0.274,1562,31.24,500,10,20997,41.994,49,0.098,10,150,3,0,0,0
bottom_agent,"(15, 15)",30,1,0,1,154,0.308,1626,32.52,500,10,26424,52.848,69,0.138,10,150,3,0,0,0
top_agent,"(15, 15)",30,0,0,0,170,0.34,1581,31.62,500,10,26421,52.842,62,0.124,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",30,0,0,0,174,0.348,1669,33.38,500,10,28555,57.11,77,0.154,10,200,4,0,0,0
top_agent,"(15, 15)",30,0,0,0,140,0.28,1548,30.96,500,10,18872,37.744,44,0.088,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",30,0,0,0,148,0.296,1723,34.46,500,10,23955,47.91,105,0.21,10,150,3,3,0.06,1
top_agent,"(15, 15)",30,1,0,1,125,0.25,1561,31.22,500,10,18921,37.842,44,0.088,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",30,1,0,1,162,0.324,1586,31.72,500,10,22672,45.344,58,0.116,10,150,3,0,0,0
top_agent,"(15, 15)",30,0,0,0,136,0.272,1580,31.6,500,10,20914,41.828,54,0.108,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",30,0,0,0,140,0.28,1547,30.94,500,10,20940,41.88,46,0.092,10,150,3,0,0,0
top_agent,"(15, 15)",30,0,0,0,187,0.374,1577,31.54,500,10,27529,55.058,68,0.136,10,150,3,0,0,0
bottom_agent,"(15, 15)",30,0,0,0,195,0.39,1592,31.84,500,10,26709,53.418,72,0.144,10,150,3,0,0,0
top_agent,"(15, 15)",30,0,0,0,128,0.256,1539,30.78,500,10,17157,34.314,39,0.078,10,150,3,3,0.06,1
