Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
bottom_agent,"(15, 15)",15,0,0,0,0,0,1726,34.52,500,10,5354,10.708,73,0.146,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,3,2,1,0,0,1601,32.02,500,10,4429,8.858,27,0.054,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,3,2,1,0,0,1871,37.42,500,10,4920,9.84,111,0.222,10,150,3,0,0,0
top_agent,"(15, 15)",15,8,7,1,0,0,1575,31.5,500,10,4494,8.988,24,0.048,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",15,8,7,1,0,0,1929,38.58,500,10,3531,7.062,92,0.184,10,150,3,6,0.12,2
top_agent,"(15, 15)",15,1,0,1,0,0,1900,38,500,10,3082,6.164,124,0.248,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,1,0,1,25,0.05,1678,33.56,500,10,10357,20.714,57,0.114,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,0,0,0,50,0.1,1841,36.82,500,10,18944,37.888,67,0.134,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,0,0,0,50,0.1,1914,38.28,500,10,17287,34.574,76,0.152,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,1,0,1,6,0.012,1598,31.96,500,10,4697,9.394,31,0.062,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,1,0,1,1,0.002,1589,31.78,500,10,2860,5.72,29,0.058,10,150,3,7,0.14,2
top_agent,"(15, 15)",15,10,9,1,0,0,1623,32.46,500,10,6554,13.108,35,0.07,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,10,9,1,0,0,1591,31.82,500,10,4005,8.01,28,0.056,10,150,3,0,0,0
top_agent,"(15, 15)",15,3,2,1,0,0,1670,33.4,500,10,2059,4.118,54,0.108,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,3,2,1,39,0.078,1685,33.7,500,10,15929,31.858,59,0.118,10,150,3,4,0.08,1
top_agent,"(15, 15)",15,2,1,1,0,0,1738,34.76,500,10,3427,6.854,28,0.056,10,250,5,6,0.12,2
bottom_agent,"(15, 15)",15,2,1,1,0,0,1958,39.16,500,10,4395,8.79,125,0.25,10,200,4,18,0.36,6
top_agent,"(15, 15)",15,2,1,1,0,0,1777,35.54,500,10,4063,8.126,87,0.174,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,2,1,1,0,0,1769,35.38,500,10,2535,5.07,87,0.174,10,150,3,0,0,0
top_agent,"(15, 15)",15,19,18,1,0,0,1704,34.08,500,10,4189,8.378,66,0.132,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,19,18,1,0,0,1569,31.38,500,10,2780,5.56,22,0.044,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,5,4,1,0,0,1541,30.82,500,10,3123,6.246,12,0.024,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,5,4,1,0,0,1596,31.92,500,10,3458,6.916,31,0.062,10,150,3,12,0.24,4
top_agent,"(15, 15)",15,0,0,0,3,0.006,1573,31.46,500,10,3751,7.502,23,0.046,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,0,0,0,7,0.014,1598,31.96,500,10,4974,9.948,30,0.06,10,150,3,0,0,0
top_agent,"(15, 15)",15,0,0,0,0,0,1636,32.72,500,10,3127,6.254,28,0.056,10,150,3,15,0.3,5
bottom_agent,"(15, 15)",15,0,0,0,5,0.01,1634,32.68,500,10,4571,9.142,26,0.052,10,150,3,12,0.24,4
top_agent,"(15, 15)",15,3,2,1,0,0,1565,31.3,500,10,4041,8.082,21,0.042,10,150,3,18,0.36,6
bottom_agent,"(15, 15)",15,3,2,1,24,0.048,1695,33.9,500,10,11847,23.694,58,0.116,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1606,32.12,500,10,3495,6.99,32,0.064,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,2,1,1,0,0,1636,32.72,500,10,3572,7.144,41,0.082,10,150,3,27,0.54,9
top_agent,"(15, 15)",15,4,3,1,3,0.006,1648,32.96,500,10,3915,7.83,32,0.064,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",15,4,3,1,31,0.062,1726,34.52,500,10,13374,26.748,53,0.106,10,200,4,0,0,0
top_agent,"(15, 15)",15,9,8,1,0,0,1854,37.08,500,10,4850,9.7,87,0.174,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,9,8,1,0,0,1809,36.18,500,10,3417,6.834,84,0.168,10,150,3,9,0.18,3
top_agent,"(15, 15)",15,3,2,1,0,0,1620,32.4,500,10,6971,13.942,24,0.048,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,3,2,1,24,0.048,1691,33.82,500,10,12219,24.438,49,0.098,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,7,6,1,56,0.112,1794,35.88,500,10,23393,46.786,85,0.17,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,7,6,1,57,0.114,1812,36.24,500,10,23424,46.848,100,0.2,10,150,3,0,0,0
top_agent,"(15, 15)",15,10,9,1,1,0.002,1968,39.36,500,10,5573,11.146,135,0.27,10,200,4,12,0.24,4
bottom_agent,"(15, 15)",15,10,9,1,33,0.066,1971,39.42,500,10,15115,30.23,150,0.3,10,150,3,12,0.24,4
top_agent,"(15, 15)",15,1,0,1,0,0,1630,32.6,500,10,4218,8.436,27,0.054,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,1,0,1,1,0.002,1728,34.56,500,10,4314,8.628,74,0.148,10,150,3,150,3,50
top_agent,"(15, 15)",15,3,2,1,0,0,1593,31.86,500,10,4193,8.386,31,0.062,10,150,3,21,0.42,7
bottom_agent,"(15, 15)",15,3,2,1,0,0,1696,33.92,500,10,4805,9.61,32,0.064,10,150,3,9,0.18,3
top_agent,"(15, 15)",15,4,3,1,7,0.014,1536,30.72,500,10,4564,9.128,14,0.028,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,4,3,1,20,0.04,1768,35.36,500,10,7491,14.982,87,0.174,10,150,3,0,0,0
top_agent,"(15, 15)",15,13,12,1,10,0.02,1590,31.8,500,10,4680,9.36,29,0.058,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,13,12,1,18,0.036,1789,35.78,500,10,7385,14.77,82,0.164,10,150,3,12,0.24,4
top_agent,"(15, 15)",15,3,2,1,45,0.09,1684,33.68,500,10,16548,33.096,59,0.118,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,3,2,1,45,0.09,1760,35.2,500,10,16793,33.586,68,0.136,10,150,3,0,0,0
top_agent,"(15, 15)",15,0,0,0,0,0,2100,42,500,10,3551,7.102,156,0.312,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,0,0,0,0,0,1914,38.28,500,10,3958,7.916,134,0.268,10,150,3,300,6,100
top_agent,"(15, 15)",15,1,0,1,0,0,1694,33.88,500,10,2804,5.608,63,0.126,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,1,0,1,28,0.056,1889,37.78,500,10,10213,20.426,80,0.16,10,150,3,150,3,50
top_agent,"(15, 15)",15,2,1,1,8,0.016,1666,33.32,500,10,5057,10.114,53,0.106,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,2,1,1,23,0.046,1638,32.76,500,10,9638,19.276,44,0.088,10,150,3,0,0,0
top_agent,"(15, 15)",15,5,4,1,0,0,1722,34.44,500,10,4905,9.81,23,0.046,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,5,4,1,13,0.026,1624,32.48,500,10,7876,15.752,25,0.05,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,5,4,1,0,0,1562,31.24,500,10,4924,9.848,19,0.038,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,5,4,1,0,0,1579,31.58,500,10,4429,8.858,20,0.04,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,5,4,1,0,0,1567,31.34,500,10,3254,6.508,22,0.044,10,150,3,21,0.42,7
bottom_agent,"(15, 15)",15,5,4,1,0,0,1569,31.38,500,10,3437,6.874,22,0.044,10,150,3,6,0.12,2
top_agent,"(15, 15)",15,3,2,1,0,0,1583,31.66,500,10,1510,3.02,26,0.052,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,3,2,1,0,0,1590,31.8,500,10,2076,4.152,30,0.06,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,35,0.07,1608,32.16,500,10,11725,23.45,37,0.074,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,2,1,1,51,0.102,1742,34.84,500,10,20668,41.336,71,0.142,10,150,3,0,0,0
top_agent,"(15, 15)",15,11,10,1,0,0,1913,38.26,500,10,6815,13.63,114,0.228,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,11,10,1,0,0,1705,34.1,500,10,4084,8.168,64,0.128,10,150,3,172,3.44,54
top_agent,"(15, 15)",15,2,1,1,0,0,1752,35.04,500,10,5639,11.278,62,0.124,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",15,2,1,1,0,0,1772,35.44,500,10,3453,6.906,72,0.144,10,150,3,206,4.12,52
top_agent,"(15, 15)",15,3,2,1,0,0,1573,31.46,500,10,6052,12.104,24,0.048,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,3,2,1,0,0,1547,30.94,500,10,6649,13.298,12,0.024,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,4,3,1,0,0,1575,31.5,500,10,6445,12.89,22,0.044,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,4,3,1,0,0,1759,35.18,500,10,5345,10.69,86,0.172,10,150,3,150,3,50
top_agent,"(15, 15)",15,0,0,0,4,0.008,1618,32.36,500,10,4103,8.206,23,0.046,10,150,3,18,0.36,6
bottom_agent,"(15, 15)",15,0,0,0,16,0.032,1650,33,500,10,7835,15.67,34,0.068,10,200,4,3,0.06,1
top_agent,"(15, 15)",15,5,4,1,20,0.04,1647,32.94,500,10,9176,18.352,35,0.07,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,5,4,1,46,0.092,1835,36.7,500,10,16790,33.58,84,0.168,10,200,4,36,0.72,11
top_agent,"(15, 15)",15,1,0,1,48,0.096,1683,33.66,500,10,15934,31.868,52,0.104,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,1,0,1,49,0.098,1773,35.46,500,10,18358,36.716,81,0.162,10,150,3,24,0.48,8
top_agent,"(15, 15)",15,4,3,1,0,0,1578,31.56,500,10,5655,11.31,23,0.046,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,4,3,1,0,0,1609,32.18,500,10,5724,11.448,35,0.07,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1576,31.52,500,10,7036,14.072,24,0.048,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,2,1,1,0,0,1568,31.36,500,10,7318,14.636,22,0.044,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,2,1,1,30,0.06,1659,33.18,500,10,13570,27.14,34,0.068,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,2,1,1,24,0.048,1639,32.78,500,10,9954,19.908,29,0.058,10,150,3,6,0.12,2
top_agent,"(15, 15)",15,0,0,0,0,0,1923,38.46,500,10,5634,11.268,117,0.234,10,200,4,6,0.12,2
bottom_agent,"(15, 15)",15,0,0,0,0,0,1792,35.84,500,10,4239,8.478,95,0.19,10,150,3,168,3.36,56
top_agent,"(15, 15)",15,0,0,0,0,0,2001,40.02,500,10,5850,11.7,120,0.24,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,0,0,0,25,0.05,1943,38.86,500,10,10324,20.648,107,0.214,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,0,0,0,0,0,1594,31.88,500,10,3325,6.65,29,0.058,10,150,3,15,0.3,5
bottom_agent,"(15, 15)",15,0,0,0,0,0,1587,31.74,500,10,4494,8.988,28,0.056,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1641,32.82,500,10,4003,8.006,44,0.088,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",15,2,1,1,0,0,1888,37.76,500,10,4064,8.128,76,0.152,10,150,3,0,0,0
top_agent,"(15, 15)",15,0,0,0,34,0.068,1710,34.2,500,10,11424,22.848,55,0.11,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,0,0,0,42,0.084,1707,34.14,500,10,12798,25.596,59,0.118,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,1,0,1,0,0,1551,31.02,500,10,2589,5.178,17,0.034,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,1,0,1,24,0.048,1690,33.8,500,10,10824,21.648,61,0.122,10,150,3,0,0,0
top_agent,"(15, 15)",15,1,0,1,0,0,1554,31.08,500,10,5070,10.14,18,0.036,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,1,0,1,0,0,1597,31.94,500,10,4493,8.986,31,0.062,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1891,37.82,500,10,4478,8.956,72,0.144,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,2,1,1,0,0,2020,40.4,500,10,3474,6.948,122,0.244,10,150,3,303,6.06,51
top_agent,"(15, 15)",15,1,0,1,0,0,1785,35.7,500,10,3854,7.708,28,0.056,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,1,0,1,23,0.046,1884,37.68,500,10,9594,19.188,74,0.148,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,0,0,0,0,0,1881,37.62,500,10,4040,8.08,78,0.156,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,0,0,0,0,0,1884,37.68,500,10,4325,8.65,75,0.15,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1728,34.56,500,10,3379,6.758,67,0.134,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,2,1,1,6,0.012,1753,35.06,500,10,4469,8.938,81,0.162,10,150,3,153,3.06,50
top_agent,"(15, 15)",15,3,2,1,34,0.068,1718,34.36,500,10,13707,27.414,61,0.122,10,150,3,15,0.3,5
bottom_agent,"(15, 15)",15,3,2,1,44,0.088,1648,32.96,500,10,16286,32.572,48,0.096,10,150,3,0,0,0
top_agent,"(15, 15)",15,10,9,1,0,0,1546,30.92,500,10,4980,9.96,15,0.03,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,10,9,1,0,0,1727,34.54,500,10,3965,7.93,72,0.144,10,150,3,0,0,0
top_agent,"(15, 15)",15,8,7,1,0,0,1594,31.88,500,10,3703,7.406,29,0.058,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",15,8,7,1,0,0,1622,32.44,500,10,3900,7.8,38,0.076,10,150,3,21,0.42,7
top_agent,"(15, 15)",15,2,1,1,45,0.09,1861,37.22,500,10,17700,35.4,70,0.14,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,2,1,1,48,0.096,1861,37.22,500,10,15618,31.236,63,0.126,10,150,3,18,0.36,6
top_agent,"(15, 15)",15,0,0,0,49,0.098,1721,34.42,500,10,18345,36.69,69,0.138,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,0,0,0,0,0,1727,34.54,500,10,2779,5.558,25,0.05,10,150,3,0,0,0
top_agent,"(15, 15)",15,0,0,0,10,0.02,1629,32.58,500,10,8329,16.658,27,0.054,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",15,0,0,0,39,0.078,1706,34.12,500,10,15593,31.186,53,0.106,10,200,4,18,0.36,6
top_agent,"(15, 15)",15,7,6,1,5,0.01,1561,31.22,500,10,3697,7.394,14,0.028,10,150,3,3,0.06,1
bottom_agent,"(15, 15)",15,7,6,1,16,0.032,1578,31.56,500,10,6775,13.55,25,0.05,10,150,3,6,0.12,2
top_agent,"(15, 15)",15,0,0,0,0,0,1608,32.16,500,10,4645,9.29,35,0.07,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,0,0,0,13,0.026,1597,31.94,500,10,8123,16.246,31,0.062,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,3,2,1,47,0.094,1709,34.18,500,10,16063,32.126,61,0.122,10,150,3,15,0.3,5
bottom_agent,"(15, 15)",15,3,2,1,56,0.112,1737,34.74,500,10,21028,42.056,75,0.15,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,19,18,1,0,0,1691,33.82,500,10,3290,6.58,63,0.126,10,150,3,35,0.7,11
bottom_agent,"(15, 15)",15,19,18,1,2,0.004,1667,33.34,500,10,3859,7.718,50,0.1,10,150,3,18,0.36,6
top_agent,"(15, 15)",15,3,2,1,0,0,1556,31.12,500,10,4624,9.248,18,0.036,10,150,3,9,0.18,3
bottom_agent,"(15, 15)",15,3,2,1,6,0.012,1564,31.28,500,10,5671,11.342,19,0.038,10,150,3,20,0.4,5
top_agent,"(15, 15)",15,9,8,1,0,0,1554,31.08,500,10,2632,5.264,18,0.036,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",15,9,8,1,3,0.006,1597,31.94,500,10,3832,7.664,32,0.064,10,150,3,3,0.06,1
top_agent,"(15, 15)",15,0,0,0,0,0,1710,34.2,500,10,2148,4.296,68,0.136,10,150,3,0,0,0
bottom_agent,"(15, 15)",15,0,0,0,9,0.018,1699,33.98,500,10,5949,11.898,63,0.126,10,150,3,0,0,0
top_agent,"(15, 15)",15,3,2,1,0,0,1637,32.74,500,10,1784,3.568,38,0.076,10,150,3,12,0.24,4
bottom_agent,"(15, 15)",15,3,2,1,0,0,1646,32.92,500,10,2753,5.506,40,0.08,10,150,3,0,0,0
top_agent,"(15, 15)",15,0,0,0,0,0,1574,31.48,500,10,5778,11.556,24,0.048,10,150,3,21,0.42,7
bottom_agent,"(15, 15)",15,0,0,0,17,0.034,1655,33.1,500,10,8357,16.714,43,0.086,10,150,3,0,0,0
top_agent,"(15, 15)",15,2,1,1,0,0,1568,31.36,500,10,3950,7.9,22,0.044,10,150,3,6,0.12,2
bottom_agent,"(15, 15)",15,2,1,1,3,0.006,1613,32.26,500,10,3362,6.724,30,0.06,10,150,3,0,0,0
top_agent,"(15, 15)",15,1,0,1,0,0,1744,34.88,500,10,5820,11.64,75,0.15,10,150,3,12,0.24,4
