Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(5, 5)",5,5,4,1,11,0.022,2235,44.7,500,10,2087,4.174,184,0.368,10,200,4,6,0.12,2
bottom_agent,"(5, 5)",5,5,4,1,10,0.02,2513,50.26,500,10,2407,4.814,268,0.536,10,150,3,65,1.3,21
top_agent,"(5, 5)",5,4,3,1,3,0.006,2132,42.64,500,10,2388,4.776,163,0.326,10,150,3,46,0.92,15
bottom_agent,"(5, 5)",5,4,3,1,8,0.016,2354,47.08,500,10,2553,5.106,219,0.438,10,150,3,74,1.48,21
top_agent,"(5, 5)",5,4,3,1,6,0.012,2414,48.28,500,10,2671,5.342,229,0.458,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",5,4,3,1,2,0.004,2669,53.38,500,10,2378,4.756,311,0.622,10,150,3,280,5.6,76
top_agent,"(5, 5)",5,3,2,1,2,0.004,2328,46.56,500,10,2453,4.906,205,0.41,10,150,3,85,1.7,18
bottom_agent,"(5, 5)",5,3,2,1,8,0.016,2305,46.1,500,10,2452,4.904,190,0.38,10,150,3,4,0.08,1
top_agent,"(5, 5)",5,5,4,1,7,0.014,2466,49.32,500,10,2474,4.948,250,0.5,10,150,3,108,2.16,32
bottom_agent,"(5, 5)",5,5,4,1,11,0.022,2481,49.62,500,10,2450,4.9,250,0.5,10,150,3,47,0.94,15
top_agent,"(5, 5)",5,1,0,1,7,0.014,2198,43.96,500,10,2385,4.77,184,0.368,10,150,3,58,1.16,19
bottom_agent,"(5, 5)",5,1,0,1,12,0.024,2517,50.34,500,10,2420,4.84,278,0.556,10,150,3,56,1.12,16
top_agent,"(5, 5)",5,1,0,1,1,0.002,2570,51.4,500,10,2590,5.18,226,0.452,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",5,1,0,1,8,0.016,2481,49.62,500,10,2542,5.084,239,0.478,10,150,3,46,0.92,15
top_agent,"(5, 5)",5,1,0,1,1,0.002,2366,47.32,500,10,2444,4.888,222,0.444,10,150,3,54,1.08,18
bottom_agent,"(5, 5)",5,1,0,1,8,0.016,2601,52.02,500,10,2546,5.092,266,0.532,10,150,3,239,4.78,63
top_agent,"(5, 5)",5,0,0,0,5,0.01,2299,45.98,500,10,2345,4.69,204,0.408,10,150,3,90,1.8,23
bottom_agent,"(5, 5)",5,0,0,0,13,0.026,2570,51.4,500,10,2460,4.92,266,0.532,10,150,3,76,1.52,24
top_agent,"(5, 5)",5,1,0,1,6,0.012,2479,49.58,500,10,2431,4.862,245,0.49,10,150,3,115,2.3,32
bottom_agent,"(5, 5)",5,1,0,1,11,0.022,2543,50.86,500,10,2560,5.12,270,0.54,10,150,3,3,0.06,1
top_agent,"(5, 5)",5,1,0,1,7,0.014,2126,42.52,500,10,2402,4.804,171,0.342,10,150,3,12,0.24,4
bottom_agent,"(5, 5)",5,1,0,1,11,0.022,2364,47.28,500,10,2362,4.724,210,0.42,10,150,3,13,0.26,4
top_agent,"(5, 5)",5,9,8,1,34,0.068,2209,44.18,500,10,2560,5.12,192,0.384,10,150,3,48,0.96,15
bottom_agent,"(5, 5)",5,9,8,1,24,0.048,2243,44.86,500,10,2364,4.728,201,0.402,10,150,3,18,0.36,6
top_agent,"(5, 5)",5,0,0,0,7,0.014,2511,50.22,500,10,2610,5.22,250,0.5,10,150,3,368,7.36,86
bottom_agent,"(5, 5)",5,0,0,0,10,0.02,2846,56.92,500,10,2502,5.004,341,0.682,10,150,3,406,8.12,96
top_agent,"(5, 5)",5,6,5,1,19,0.038,2598,51.96,500,10,2277,4.554,276,0.552,10,200,4,253,5.06,68
bottom_agent,"(5, 5)",5,6,5,1,16,0.032,2816,56.32,500,10,2457,4.914,318,0.636,10,200,4,209,4.18,51
top_agent,"(5, 5)",5,4,3,1,4,0.008,2387,47.74,500,10,2392,4.784,238,0.476,10,150,3,165,3.3,55
bottom_agent,"(5, 5)",5,4,3,1,11,0.022,2771,55.42,500,10,2599,5.198,298,0.596,10,150,3,163,3.26,52
top_agent,"(5, 5)",5,5,4,1,14,0.028,2296,45.92,500,10,2350,4.7,207,0.414,10,150,3,18,0.36,6
bottom_agent,"(5, 5)",5,5,4,1,9,0.018,2373,47.46,500,10,2261,4.522,217,0.434,10,150,3,40,0.8,12
top_agent,"(5, 5)",5,0,0,0,5,0.01,2490,49.8,500,10,2400,4.8,260,0.52,10,150,3,141,2.82,39
bottom_agent,"(5, 5)",5,0,0,0,4,0.008,2554,51.08,500,10,2504,5.008,269,0.538,10,150,3,176,3.52,48
top_agent,"(5, 5)",5,0,0,0,6,0.012,2197,43.94,500,10,2227,4.454,182,0.364,10,150,3,21,0.42,7
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2381,47.62,500,10,2737,5.474,222,0.444,10,150,3,44,0.88,14
top_agent,"(5, 5)",5,0,0,0,7,0.014,2114,42.28,500,10,2162,4.324,159,0.318,10,150,3,18,0.36,5
bottom_agent,"(5, 5)",5,0,0,0,3,0.006,2301,46.02,500,10,2231,4.462,200,0.4,10,150,3,27,0.54,9
top_agent,"(5, 5)",5,0,0,0,6,0.012,2466,49.32,500,10,2484,4.968,241,0.482,10,150,3,61,1.22,18
bottom_agent,"(5, 5)",5,0,0,0,12,0.024,2526,50.52,500,10,2544,5.088,261,0.522,10,150,3,20,0.4,6
top_agent,"(5, 5)",5,1,0,1,15,0.03,2376,47.52,500,10,2058,4.116,224,0.448,10,200,4,35,0.7,11
bottom_agent,"(5, 5)",5,1,0,1,10,0.02,2453,49.06,500,10,2068,4.136,221,0.442,10,200,4,6,0.12,2
top_agent,"(5, 5)",5,7,6,1,7,0.014,2523,50.46,500,10,2625,5.25,264,0.528,10,150,3,75,1.5,22
bottom_agent,"(5, 5)",5,7,6,1,9,0.018,2554,51.08,500,10,2276,4.552,273,0.546,10,150,3,113,2.26,31
top_agent,"(5, 5)",5,0,0,0,3,0.006,2593,51.86,500,10,2170,4.34,273,0.546,10,200,4,51,1.02,16
bottom_agent,"(5, 5)",5,0,0,0,7,0.014,2301,46.02,500,10,2166,4.332,197,0.394,10,200,4,10,0.2,3
top_agent,"(5, 5)",5,3,2,1,8,0.016,2289,45.78,500,10,2313,4.626,203,0.406,10,150,3,24,0.48,8
bottom_agent,"(5, 5)",5,3,2,1,2,0.004,2308,46.16,500,10,2544,5.088,211,0.422,10,150,3,15,0.3,5
top_agent,"(5, 5)",5,0,0,0,4,0.008,2627,52.54,500,10,2599,5.198,231,0.462,10,350,7,66,1.32,17
bottom_agent,"(5, 5)",5,0,0,0,7,0.014,2531,50.62,500,10,2324,4.648,241,0.482,10,150,3,24,0.48,8
top_agent,"(5, 5)",5,0,0,0,4,0.008,2391,47.82,500,10,2463,4.926,240,0.48,10,150,3,154,3.08,46
bottom_agent,"(5, 5)",5,0,0,0,4,0.008,2936,58.72,500,10,2585,5.17,321,0.642,10,150,3,456,9.12,87
top_agent,"(5, 5)",5,1,0,1,11,0.022,2194,43.88,500,10,2360,4.72,177,0.354,10,150,3,18,0.36,6
bottom_agent,"(5, 5)",5,1,0,1,6,0.012,2452,49.04,500,10,2290,4.58,233,0.466,10,150,3,30,0.6,10
top_agent,"(5, 5)",5,4,3,1,3,0.006,2450,49,500,10,2648,5.296,247,0.494,10,150,3,88,1.76,26
bottom_agent,"(5, 5)",5,4,3,1,7,0.014,2375,47.5,500,10,2354,4.708,214,0.428,10,150,3,9,0.18,3
top_agent,"(5, 5)",5,15,14,1,3,0.006,2294,45.88,500,10,2423,4.846,203,0.406,10,150,3,96,1.92,27
bottom_agent,"(5, 5)",5,15,14,1,13,0.026,2547,50.94,500,10,2593,5.186,270,0.54,10,150,3,92,1.84,28
top_agent,"(5, 5)",5,4,3,1,12,0.024,2313,46.26,500,10,2326,4.652,215,0.43,10,150,3,43,0.86,14
bottom_agent,"(5, 5)",5,4,3,1,9,0.018,2511,50.22,500,10,2319,4.638,247,0.494,10,150,3,124,2.48,35
top_agent,"(5, 5)",5,3,2,1,5,0.01,2466,49.32,500,10,2162,4.324,260,0.52,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,3,2,1,10,0.02,2757,55.14,500,10,2340,4.68,310,0.62,10,150,3,374,7.48,92
top_agent,"(5, 5)",5,0,0,0,3,0.006,2522,50.44,500,10,3028,6.056,237,0.474,10,200,4,0,0,0
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2386,47.72,500,10,2606,5.212,229,0.458,10,150,3,35,0.7,11
top_agent,"(5, 5)",5,0,0,0,4,0.008,2496,49.92,500,10,2469,4.938,248,0.496,10,150,3,106,2.12,31
bottom_agent,"(5, 5)",5,0,0,0,8,0.016,2631,52.62,500,10,2376,4.752,282,0.564,10,150,3,114,2.28,34
top_agent,"(5, 5)",5,3,2,1,15,0.03,2657,53.14,500,10,2203,4.406,262,0.524,10,200,4,351,7.02,66
bottom_agent,"(5, 5)",5,3,2,1,7,0.014,2792,55.84,500,10,2456,4.912,317,0.634,10,150,3,22,0.44,7
top_agent,"(5, 5)",5,4,3,1,5,0.01,2179,43.58,500,10,2345,4.69,174,0.348,10,150,3,10,0.2,3
bottom_agent,"(5, 5)",5,4,3,1,12,0.024,2268,45.36,500,10,2264,4.528,194,0.388,10,150,3,20,0.4,6
top_agent,"(5, 5)",5,0,0,0,8,0.016,2716,54.32,500,10,2580,5.16,296,0.592,10,150,3,169,3.38,44
bottom_agent,"(5, 5)",5,0,0,0,14,0.028,2564,51.28,500,10,2476,4.952,273,0.546,10,150,3,91,1.82,26
top_agent,"(5, 5)",5,5,4,1,11,0.022,2430,48.6,500,10,2114,4.228,247,0.494,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",5,5,4,1,1,0.002,2686,53.72,500,10,2530,5.06,299,0.598,10,150,3,86,1.72,23
top_agent,"(5, 5)",5,2,1,1,3,0.006,2482,49.64,500,10,2416,4.832,233,0.466,10,200,4,79,1.58,25
bottom_agent,"(5, 5)",5,2,1,1,6,0.012,2413,48.26,500,10,2392,4.784,226,0.452,10,200,4,63,1.26,19
top_agent,"(5, 5)",5,6,5,1,8,0.016,2298,45.96,500,10,2479,4.958,220,0.44,10,150,3,51,1.02,16
bottom_agent,"(5, 5)",5,6,5,1,6,0.012,2546,50.92,500,10,2101,4.202,266,0.532,10,150,3,131,2.62,36
top_agent,"(5, 5)",5,1,0,1,7,0.014,2212,44.24,500,10,2278,4.556,176,0.352,10,150,3,18,0.36,6
bottom_agent,"(5, 5)",5,1,0,1,10,0.02,2220,44.4,500,10,2303,4.606,187,0.374,10,150,3,30,0.6,10
top_agent,"(5, 5)",5,1,0,1,4,0.008,2282,45.64,500,10,2591,5.182,193,0.386,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,1,0,1,6,0.012,2697,53.94,500,10,2729,5.458,300,0.6,10,150,3,356,7.12,89
top_agent,"(5, 5)",5,1,0,1,5,0.01,2323,46.46,500,10,2301,4.602,212,0.424,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",5,1,0,1,7,0.014,2500,50,500,10,2344,4.688,245,0.49,10,150,3,10,0.2,3
top_agent,"(5, 5)",5,6,5,1,5,0.01,2274,45.48,500,10,2532,5.064,201,0.402,10,150,3,57,1.14,17
bottom_agent,"(5, 5)",5,6,5,1,7,0.014,2426,48.52,500,10,2616,5.232,241,0.482,10,150,3,55,1.1,18
top_agent,"(5, 5)",5,5,4,1,2,0.004,2330,46.6,500,10,2997,5.994,228,0.456,10,150,3,109,2.18,34
bottom_agent,"(5, 5)",5,5,4,1,4,0.008,2335,46.7,500,10,2537,5.074,210,0.42,10,150,3,83,1.66,25
top_agent,"(5, 5)",5,0,0,0,2,0.004,2151,43.02,500,10,2498,4.996,161,0.322,10,150,3,12,0.24,4
bottom_agent,"(5, 5)",5,0,0,0,2,0.004,2271,45.42,500,10,2372,4.744,201,0.402,10,150,3,53,1.06,17
top_agent,"(5, 5)",5,5,4,1,30,0.06,2177,43.54,500,10,2268,4.536,179,0.358,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",5,5,4,1,3,0.006,2519,50.38,500,10,2202,4.404,255,0.51,10,200,4,16,0.32,5
top_agent,"(5, 5)",5,4,3,1,12,0.024,2178,43.56,500,10,2571,5.142,177,0.354,10,150,3,75,1.5,20
bottom_agent,"(5, 5)",5,4,3,1,5,0.01,2333,46.66,500,10,2446,4.892,208,0.416,10,150,3,3,0.06,1
top_agent,"(5, 5)",5,2,1,1,9,0.018,2216,44.32,500,10,2338,4.676,183,0.366,10,150,3,40,0.8,13
bottom_agent,"(5, 5)",5,2,1,1,6,0.012,2255,45.1,500,10,2332,4.664,199,0.398,10,150,3,13,0.26,4
top_agent,"(5, 5)",5,0,0,0,6,0.012,2226,44.52,500,10,2691,5.382,171,0.342,10,200,4,82,1.64,22
bottom_agent,"(5, 5)",5,0,0,0,8,0.016,2372,47.44,500,10,2434,4.868,226,0.452,10,150,3,103,2.06,30
top_agent,"(5, 5)",5,1,0,1,2,0.004,2546,50.92,500,10,2640,5.28,261,0.522,10,150,3,101,2.02,28
bottom_agent,"(5, 5)",5,1,0,1,7,0.014,2585,51.7,500,10,2274,4.548,267,0.534,10,150,3,159,3.18,45
top_agent,"(5, 5)",5,0,0,0,10,0.02,2439,48.78,500,10,2738,5.476,244,0.488,10,150,3,113,2.26,34
bottom_agent,"(5, 5)",5,0,0,0,6,0.012,2493,49.86,500,10,2411,4.822,245,0.49,10,150,3,36,0.72,12
top_agent,"(5, 5)",5,5,4,1,4,0.008,2438,48.76,500,10,2645,5.29,254,0.508,10,150,3,128,2.56,38
bottom_agent,"(5, 5)",5,5,4,1,8,0.016,2488,49.76,500,10,2547,5.094,243,0.486,10,150,3,149,2.98,43
top_agent,"(5, 5)",5,5,4,1,5,0.01,2304,46.08,500,10,2786,5.572,211,0.422,10,150,3,3,0.06,1
bottom_agent,"(5, 5)",5,5,4,1,8,0.016,2561,51.22,500,10,2684,5.368,283,0.566,10,150,3,140,2.8,42
top_agent,"(5, 5)",5,8,7,1,4,0.008,2342,46.84,500,10,2825,5.65,214,0.428,10,150,3,50,1,15
bottom_agent,"(5, 5)",5,8,7,1,6,0.012,2435,48.7,500,10,2599,5.198,239,0.478,10,150,3,123,2.46,36
top_agent,"(5, 5)",5,5,4,1,12,0.024,2095,41.9,500,10,2142,4.284,161,0.322,10,150,3,12,0.24,4
bottom_agent,"(5, 5)",5,5,4,1,11,0.022,2429,48.58,500,10,2409,4.818,244,0.488,10,150,3,70,1.4,21
top_agent,"(5, 5)",5,6,5,1,4,0.008,2403,48.06,500,10,2138,4.276,237,0.474,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",5,6,5,1,5,0.01,2481,49.62,500,10,2258,4.516,244,0.488,10,150,3,45,0.9,15
top_agent,"(5, 5)",5,0,0,0,9,0.018,2283,45.66,500,10,2327,4.654,199,0.398,10,150,3,3,0.06,1
bottom_agent,"(5, 5)",5,0,0,0,19,0.038,2252,45.04,500,10,2366,4.732,199,0.398,10,150,3,20,0.4,6
top_agent,"(5, 5)",5,0,0,0,7,0.014,2135,42.7,500,10,2623,5.246,165,0.33,10,150,3,42,0.84,13
bottom_agent,"(5, 5)",5,0,0,0,7,0.014,2465,49.3,500,10,2880,5.76,255,0.51,10,150,3,71,1.42,23
top_agent,"(5, 5)",5,0,0,0,33,0.066,2172,43.44,500,10,2400,4.8,180,0.36,10,150,3,50,1,16
bottom_agent,"(5, 5)",5,0,0,0,30,0.06,2540,50.8,500,10,2646,5.292,265,0.53,10,150,3,47,0.94,15
top_agent,"(5, 5)",5,0,0,0,3,0.006,2165,43.3,500,10,2271,4.542,171,0.342,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",5,0,0,0,7,0.014,2376,47.52,500,10,2415,4.83,221,0.442,10,150,3,28,0.56,9
top_agent,"(5, 5)",5,0,0,0,10,0.02,2567,51.34,500,10,2349,4.698,268,0.536,10,150,3,290,5.8,83
bottom_agent,"(5, 5)",5,0,0,0,6,0.012,2702,54.04,500,10,2510,5.02,307,0.614,10,150,3,288,5.76,85
top_agent,"(5, 5)",5,2,1,1,3,0.006,2545,50.9,500,10,2457,4.914,268,0.536,10,150,3,153,3.06,48
bottom_agent,"(5, 5)",5,2,1,1,11,0.022,2555,51.1,500,10,2357,4.714,274,0.548,10,150,3,176,3.52,52
top_agent,"(5, 5)",5,0,0,0,3,0.006,2142,42.84,500,10,2640,5.28,173,0.346,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,0,0,0,8,0.016,2858,57.16,500,10,2522,5.044,301,0.602,10,150,3,352,7.04,78
top_agent,"(5, 5)",5,3,2,1,13,0.026,2333,46.66,500,10,2204,4.408,218,0.436,10,150,3,82,1.64,25
bottom_agent,"(5, 5)",5,3,2,1,7,0.014,2320,46.4,500,10,2135,4.27,217,0.434,10,150,3,21,0.42,7
top_agent,"(5, 5)",5,3,2,1,5,0.01,2467,49.34,500,10,2565,5.13,237,0.474,10,150,3,83,1.66,21
bottom_agent,"(5, 5)",5,3,2,1,8,0.016,2812,56.24,500,10,2613,5.226,313,0.626,10,150,3,118,2.36,28
top_agent,"(5, 5)",5,7,6,1,3,0.006,2539,50.78,500,10,2197,4.394,207,0.414,10,150,3,3,0.06,1
bottom_agent,"(5, 5)",5,7,6,1,6,0.012,2659,53.18,500,10,2739,5.478,275,0.55,10,150,3,60,1.2,17
top_agent,"(5, 5)",5,0,0,0,6,0.012,2203,44.06,500,10,2868,5.736,179,0.358,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2805,56.1,500,10,2437,4.874,314,0.628,10,150,3,391,7.82,79
top_agent,"(5, 5)",5,0,0,0,5,0.01,2507,50.14,500,10,2527,5.054,260,0.52,10,150,3,65,1.3,20
bottom_agent,"(5, 5)",5,0,0,0,10,0.02,2332,46.64,500,10,2243,4.486,221,0.442,10,150,3,67,1.34,21
top_agent,"(5, 5)",5,2,1,1,12,0.024,2738,54.76,500,10,2354,4.708,273,0.546,10,300,6,211,4.22,50
bottom_agent,"(5, 5)",5,2,1,1,9,0.018,2707,54.14,500,10,2441,4.882,285,0.57,10,300,6,108,2.16,31
top_agent,"(5, 5)",5,0,0,0,4,0.008,2501,50.02,500,10,2412,4.824,258,0.516,10,150,3,131,2.62,31
bottom_agent,"(5, 5)",5,0,0,0,15,0.03,2411,48.22,500,10,2510,5.02,238,0.476,10,150,3,55,1.1,12
top_agent,"(5, 5)",5,4,3,1,6,0.012,2295,45.9,500,10,2620,5.24,190,0.38,10,150,3,65,1.3,20
bottom_agent,"(5, 5)",5,4,3,1,15,0.03,2715,54.3,500,10,2726,5.452,320,0.64,10,150,3,203,4.06,65
top_agent,"(5, 5)",5,0,0,0,12,0.024,2261,45.22,500,10,2344,4.688,199,0.398,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,0,0,0,13,0.026,2730,54.6,500,10,2273,4.546,301,0.602,10,200,4,149,2.98,43
top_agent,"(5, 5)",5,2,1,1,8,0.016,2157,43.14,500,10,2018,4.036,177,0.354,10,150,3,15,0.3,5
bottom_agent,"(5, 5)",5,2,1,1,10,0.02,2513,50.26,500,10,2363,4.726,260,0.52,10,150,3,99,1.98,29
top_agent,"(5, 5)",5,0,0,0,4,0.008,2407,48.14,500,10,3073,6.146,229,0.458,10,150,3,3,0.06,1
bottom_agent,"(5, 5)",5,0,0,0,4,0.008,2663,53.26,500,10,2582,5.164,290,0.58,10,150,3,197,3.94,60
top_agent,"(5, 5)",5,1,0,1,8,0.016,2439,48.78,500,10,2332,4.664,227,0.454,10,200,4,23,0.46,7
bottom_agent,"(5, 5)",5,1,0,1,9,0.018,2448,48.96,500,10,2431,4.862,217,0.434,10,200,4,20,0.4,6
top_agent,"(5, 5)",5,4,3,1,3,0.006,2529,50.58,500,10,2619,5.238,216,0.432,10,150,3,100,2,29
bottom_agent,"(5, 5)",5,4,3,1,9,0.018,2477,49.54,500,10,2441,4.882,236,0.472,10,150,3,80,1.6,22
top_agent,"(5, 5)",5,5,4,1,6,0.012,2251,45.02,500,10,2314,4.628,181,0.362,10,150,3,20,0.4,6
bottom_agent,"(5, 5)",5,5,4,1,6,0.012,2713,54.26,500,10,2603,5.206,309,0.618,10,150,3,338,6.76,95
top_agent,"(5, 5)",5,0,0,0,7,0.014,2229,44.58,500,10,2277,4.554,201,0.402,10,150,3,31,0.62,10
bottom_agent,"(5, 5)",5,0,0,0,11,0.022,2423,48.46,500,10,2542,5.084,250,0.5,10,150,3,80,1.6,22
top_agent,"(5, 5)",5,1,0,1,4,0.008,2162,43.24,500,10,2444,4.888,179,0.358,10,150,3,48,0.96,14
bottom_agent,"(5, 5)",5,1,0,1,4,0.008,2489,49.78,500,10,2511,5.022,244,0.488,10,150,3,15,0.3,5
top_agent,"(5, 5)",5,2,1,1,4,0.008,2289,45.78,500,10,2321,4.642,207,0.414,10,150,3,114,2.28,33
bottom_agent,"(5, 5)",5,2,1,1,8,0.016,2557,51.14,500,10,2558,5.116,249,0.498,10,150,3,278,5.56,64
top_agent,"(5, 5)",5,1,0,1,8,0.016,2559,51.18,500,10,2204,4.408,245,0.49,10,150,3,207,4.14,43
bottom_agent,"(5, 5)",5,1,0,1,7,0.014,2695,53.9,500,10,2390,4.78,289,0.578,10,150,3,184,3.68,42
top_agent,"(5, 5)",5,0,0,0,7,0.014,2216,44.32,500,10,2422,4.844,200,0.4,10,150,3,65,1.3,21
bottom_agent,"(5, 5)",5,0,0,0,10,0.02,2384,47.68,500,10,2419,4.838,235,0.47,10,150,3,59,1.18,19
top_agent,"(5, 5)",5,1,0,1,8,0.016,2518,50.36,500,10,2472,4.944,245,0.49,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,1,0,1,9,0.018,2473,49.46,500,10,2142,4.284,251,0.502,10,150,3,134,2.68,42
top_agent,"(5, 5)",5,0,0,0,7,0.014,2386,47.72,500,10,2421,4.842,233,0.466,10,150,3,49,0.98,15
bottom_agent,"(5, 5)",5,0,0,0,5,0.01,2414,48.28,500,10,2649,5.298,235,0.47,10,150,3,137,2.74,40
top_agent,"(5, 5)",5,3,2,1,4,0.008,2236,44.72,500,10,2198,4.396,193,0.386,10,150,3,167,3.34,44
bottom_agent,"(5, 5)",5,3,2,1,7,0.014,2404,48.08,500,10,2604,5.208,224,0.448,10,150,3,13,0.26,4
top_agent,"(5, 5)",5,0,0,0,6,0.012,2181,43.62,500,10,2183,4.366,167,0.334,10,150,3,67,1.34,14
bottom_agent,"(5, 5)",5,0,0,0,9,0.018,2375,47.5,500,10,2181,4.362,189,0.378,10,300,6,30,0.6,9
top_agent,"(5, 5)",5,0,0,0,10,0.02,2319,46.38,500,10,2499,4.998,210,0.42,10,150,3,18,0.36,6
bottom_agent,"(5, 5)",5,0,0,0,7,0.014,2454,49.08,500,10,2512,5.024,227,0.454,10,150,3,81,1.62,21
top_agent,"(5, 5)",5,0,0,0,5,0.01,2431,48.62,500,10,2366,4.732,246,0.492,10,150,3,135,2.7,38
bottom_agent,"(5, 5)",5,0,0,0,10,0.02,2546,50.92,500,10,2482,4.964,265,0.53,10,150,3,124,2.48,34
top_agent,"(5, 5)",5,13,12,1,5,0.01,2276,45.52,500,10,2212,4.424,200,0.4,10,150,3,57,1.14,18
bottom_agent,"(5, 5)",5,13,12,1,7,0.014,2480,49.6,500,10,2441,4.882,247,0.494,10,150,3,59,1.18,17
top_agent,"(5, 5)",5,10,9,1,17,0.034,2315,46.3,500,10,2422,4.844,223,0.446,10,150,3,156,3.12,43
bottom_agent,"(5, 5)",5,10,9,1,18,0.036,2488,49.76,500,10,2328,4.656,262,0.524,10,150,3,116,2.32,34
top_agent,"(5, 5)",5,0,0,0,3,0.006,2860,57.2,500,10,2226,4.452,276,0.552,10,350,7,378,7.56,81
bottom_agent,"(5, 5)",5,0,0,0,9,0.018,2544,50.88,500,10,2595,5.19,239,0.478,10,150,3,30,0.6,10
top_agent,"(5, 5)",5,0,0,0,5,0.01,2399,47.98,500,10,2848,5.696,226,0.452,10,150,3,92,1.84,28
bottom_agent,"(5, 5)",5,0,0,0,9,0.018,2678,53.56,500,10,2609,5.218,263,0.526,10,250,5,306,6.12,71
top_agent,"(5, 5)",5,3,1,2,3,0.006,2593,51.86,500,10,2524,5.048,282,0.564,10,150,3,316,6.32,79
bottom_agent,"(5, 5)",5,3,1,2,16,0.032,2349,46.98,500,10,2488,4.976,215,0.43,10,150,3,7,0.14,2
top_agent,"(5, 5)",5,0,0,0,3,0.006,2348,46.96,500,10,2422,4.844,206,0.412,10,150,3,45,0.9,15
bottom_agent,"(5, 5)",5,0,0,0,12,0.024,2359,47.18,500,10,2066,4.132,218,0.436,10,150,3,49,0.98,15
top_agent,"(5, 5)",5,0,0,0,3,0.006,2363,47.26,500,10,2763,5.526,217,0.434,10,150,3,9,0.18,3
bottom_agent,"(5, 5)",5,0,0,0,3,0.006,2500,50,500,10,2456,4.912,240,0.48,10,150,3,19,0.38,6
top_agent,"(5, 5)",5,0,0,0,8,0.016,2204,44.08,500,10,2572,5.144,179,0.358,10,150,3,23,0.46,7
bottom_agent,"(5, 5)",5,0,0,0,8,0.016,2562,51.24,500,10,2602,5.204,279,0.558,10,150,3,18,0.36,6
top_agent,"(5, 5)",5,0,0,0,4,0.008,2304,46.08,500,10,2591,5.182,204,0.408,10,150,3,107,2.14,32
bottom_agent,"(5, 5)",5,0,0,0,2,0.004,2582,51.64,500,10,2598,5.196,265,0.53,10,150,3,58,1.16,17
top_agent,"(5, 5)",5,0,0,0,4,0.008,2379,47.58,500,10,2284,4.568,215,0.43,10,200,4,90,1.8,25
bottom_agent,"(5, 5)",5,0,0,0,2,0.004,2449,48.98,500,10,2377,4.754,216,0.432,10,150,3,80,1.6,22
top_agent,"(5, 5)",5,1,0,1,8,0.016,2178,43.56,500,10,2374,4.748,180,0.36,10,150,3,47,0.94,14
bottom_agent,"(5, 5)",5,1,0,1,11,0.022,2585,51.7,500,10,2410,4.82,288,0.576,10,150,3,33,0.66,11
top_agent,"(5, 5)",5,0,0,0,13,0.026,2425,48.5,500,10,2451,4.902,251,0.502,10,150,3,190,3.8,54
bottom_agent,"(5, 5)",5,0,0,0,26,0.052,2412,48.24,500,10,2599,5.198,247,0.494,10,150,3,92,1.84,30
top_agent,"(5, 5)",5,0,0,0,15,0.03,2141,42.82,500,10,2354,4.708,165,0.33,10,150,3,6,0.12,2
bottom_agent,"(5, 5)",5,0,0,0,16,0.032,2280,45.6,500,10,2242,4.484,195,0.39,10,150,3,15,0.3,5
top_agent,"(5, 5)",5,1,0,1,1,0.002,2547,50.94,500,10,3160,6.32,263,0.526,10,150,3,188,3.76,52
bottom_agent,"(5, 5)",5,1,0,1,11,0.022,2694,53.88,500,10,2452,4.904,311,0.622,10,150,3,237,4.74,69
top_agent,"(5, 5)",5,4,3,1,11,0.022,2314,46.28,500,10,2405,4.81,207,0.414,10,150,3,66,1.32,19
bottom_agent,"(5, 5)",5,4,3,1,10,0.02,2383,47.66,500,10,2307,4.614,226,0.452,10,150,3,62,1.24,17
top_agent,"(5, 5)",5,0,0,0,2,0.004,2202,44.04,500,10,2414,4.828,190,0.38,10,150,3,42,0.84,14
