Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per move,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(20, 20)",25,1,0,1,0,0,1690,33.8,500,10,2755,5.51,63,1.26,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,1,0,1,47,0.094,1911,38.22,500,10,24010,48.02,144,2.88,10,150,3,189,3.78,59
top_agent,"(20, 20)",25,4,3,1,64,0.128,1658,33.16,500,10,37493,74.986,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,4,3,1,71,0.142,1659,33.18,500,10,34411,68.822,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",25,3,2,1,0,0,1552,31.04,500,10,4226,8.452,17,0.34,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,3,2,1,33,0.066,1721,34.42,500,10,18233,36.466,72,1.44,10,150,3,9,0.18,3
top_agent,"(20, 20)",25,0,0,0,27,0.054,1539,30.78,500,10,17840,35.68,17,0.34,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,0,0,0,20,0.04,1586,31.72,500,10,14148,28.296,11,0.22,10,150,3,0,0,0
top_agent,"(20, 20)",25,7,6,1,56,0.112,1617,32.34,500,10,31067,62.134,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,7,6,1,62,0.124,1638,32.76,500,10,31584,63.168,53,1.06,10,150,3,3,0.06,1
top_agent,"(20, 20)",25,4,3,1,48,0.096,1609,32.18,500,10,26790,53.58,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,4,3,1,58,0.116,1618,32.36,500,10,30024,60.048,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",25,5,4,1,0,0,1513,30.26,500,10,2364,4.728,4,0.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",25,5,4,1,25,0.05,1531,30.62,500,10,14468,28.936,14,0.28,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,57,0.114,1567,31.34,500,10,20498,40.996,40,0.8,10,150,3,12,0.24,4
bottom_agent,"(20, 20)",30,2,1,1,75,0.15,1589,31.78,500,10,29789,59.578,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,56,0.112,1634,32.68,500,10,25195,50.39,39,0.78,10,200,4,9,0.18,3
bottom_agent,"(20, 20)",30,1,0,1,61,0.122,1570,31.4,500,10,27439,54.878,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,54,0.108,1578,31.56,500,10,24026,48.052,42,0.84,10,150,3,9,0.18,3
bottom_agent,"(20, 20)",30,1,0,1,62,0.124,1560,31.2,500,10,32134,64.268,41,0.82,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,1,0,1,60,0.12,1723,34.46,500,10,25765,51.53,91,1.82,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,61,0.122,1797,35.94,500,10,25873,51.746,86,1.72,10,150,3,165,3.3,52
top_agent,"(20, 20)",30,0,0,0,22,0.044,1509,30.18,500,10,10872,21.744,3,0.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,22,0.044,1512,30.24,500,10,11619,23.238,3,0.06,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,76,0.152,1590,31.8,500,10,33984,67.968,52,1.04,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,72,0.144,1608,32.16,500,10,32442,64.884,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",30,3,2,1,56,0.112,1569,31.38,500,10,24363,48.726,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,62,0.124,1587,31.74,500,10,29472,58.944,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,38,0.076,1689,33.78,500,10,19951,39.902,68,1.36,10,150,3,150,3,50
bottom_agent,"(20, 20)",30,0,0,0,49,0.098,1696,33.92,500,10,20062,40.124,73,1.46,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,0,0,1543,30.86,500,10,3339,6.678,13,0.26,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,17,0.034,1507,30.14,500,10,7650,15.3,2,0.04,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,83,0.166,1611,32.22,500,10,36293,72.586,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,79,0.158,1578,31.56,500,10,35522,71.044,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,79,0.158,1613,32.26,500,10,37126,74.252,57,1.14,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,1,0,1,86,0.172,1615,32.3,500,10,42308,84.616,65,1.3,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,55,0.11,1714,34.28,500,10,23049,46.098,82,1.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,58,0.116,1733,34.66,500,10,30863,61.726,100,2,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,52,0.104,1557,31.14,500,10,20555,41.11,32,0.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,71,0.142,1632,32.64,500,10,33423,66.846,60,1.2,10,150,3,6,0.12,2
top_agent,"(20, 20)",30,2,1,1,56,0.112,1561,31.22,500,10,23324,46.648,30,0.6,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,2,1,1,53,0.106,1557,31.14,500,10,25186,50.372,33,0.66,10,150,3,0,0,0
top_agent,"(20, 20)",30,4,3,1,1,0.002,1515,30.3,500,10,3093,6.186,5,0.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,4,3,1,38,0.076,1518,30.36,500,10,18450,36.9,6,0.12,10,150,3,6,0.12,2
top_agent,"(20, 20)",30,1,0,1,86,0.172,1618,32.36,500,10,37996,75.992,63,1.26,10,150,3,12,0.24,4
bottom_agent,"(20, 20)",30,1,0,1,99,0.198,1634,32.68,500,10,42906,85.812,62,1.24,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,65,0.13,1601,32.02,500,10,29687,59.374,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,69,0.138,1565,31.3,500,10,29544,59.088,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",30,4,3,1,63,0.126,1569,31.38,500,10,30265,60.53,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,4,3,1,69,0.138,1737,34.74,500,10,27465,54.93,91,1.82,10,150,3,9,0.18,3
top_agent,"(20, 20)",30,0,0,0,85,0.17,1899,37.98,500,10,38604,77.208,153,3.06,10,150,3,150,3,50
bottom_agent,"(20, 20)",30,0,0,0,103,0.206,1899,37.98,500,10,39172,78.344,161,3.22,10,150,3,153,3.06,51
top_agent,"(20, 20)",30,1,0,1,51,0.102,1872,37.44,500,10,24187,48.374,141,2.82,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,1,0,1,63,0.126,1744,34.88,500,10,26030,52.06,95,1.9,10,150,3,150,3,50
top_agent,"(20, 20)",30,0,0,0,71,0.142,1582,31.64,500,10,26537,53.074,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,79,0.158,1570,31.4,500,10,25991,51.982,44,0.88,10,150,3,12,0.24,4
top_agent,"(20, 20)",30,5,4,1,62,0.124,1619,32.38,500,10,25109,50.218,32,0.64,10,200,4,0,0,0
bottom_agent,"(20, 20)",30,5,4,1,60,0.12,1656,33.12,500,10,29809,59.618,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,83,0.166,1547,30.94,500,10,27982,55.964,32,0.64,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,0,0,0,82,0.164,1678,33.56,500,10,36356,72.712,66,1.32,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,54,0.108,1569,31.38,500,10,18987,37.974,34,0.68,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,77,0.154,1582,31.64,500,10,37801,75.602,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,54,0.108,1797,35.94,500,10,25814,51.628,93,1.86,10,150,3,15,0.3,5
bottom_agent,"(20, 20)",30,0,0,0,63,0.126,1815,36.3,500,10,32820,65.64,105,2.1,10,150,3,159,3.18,53
top_agent,"(20, 20)",30,0,0,0,92,0.184,1760,35.2,500,10,39063,78.126,106,2.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,88,0.176,1738,34.76,500,10,36313,72.626,100,2,10,150,3,150,3,50
top_agent,"(20, 20)",30,2,1,1,108,0.216,1635,32.7,500,10,52224,104.448,76,1.52,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,2,1,1,116,0.232,1652,33.04,500,10,52179,104.358,83,1.66,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,1,0,1,72,0.144,1589,31.78,500,10,33387,66.774,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,84,0.168,1584,31.68,500,10,33928,67.856,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,56,0.112,1656,33.12,500,10,29034,58.068,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,65,0.13,1637,32.74,500,10,27972,55.944,40,0.8,10,200,4,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,0,0,1515,30.3,500,10,2583,5.166,5,0.1,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,0,0,0,43,0.086,1522,30.44,500,10,17703,35.406,9,0.18,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,37,0.074,1531,30.62,500,10,18265,36.53,18,0.36,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,2,1,1,46,0.092,1540,30.8,500,10,19038,38.076,24,0.48,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,0,0,1542,30.84,500,10,2835,5.67,13,0.26,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,0,0,0,0,0,1644,32.88,500,10,3778,7.556,45,0.9,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,94,0.188,1584,31.68,500,10,39104,78.208,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,92,0.184,1619,32.38,500,10,37029,74.058,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,76,0.152,1571,31.42,500,10,28851,57.702,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,82,0.164,1564,31.28,500,10,37880,75.76,45,0.9,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,1,0,1,76,0.152,1581,31.62,500,10,30860,61.72,43,0.86,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,1,0,1,85,0.17,1571,31.42,500,10,35957,71.914,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,95,0.19,1592,31.84,500,10,39616,79.232,52,1.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,105,0.21,1656,33.12,500,10,51611,103.222,71,1.42,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,71,0.142,1567,31.34,500,10,32234,64.468,38,0.76,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,71,0.142,1730,34.6,500,10,27246,54.492,93,1.86,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,6,5,1,0,0,1506,30.12,500,10,1814,3.628,2,0.04,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,6,5,1,47,0.094,1555,31.1,500,10,18381,36.762,26,0.52,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,78,0.156,1620,32.4,500,10,34083,68.166,53,1.06,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,0,0,0,86,0.172,1610,32.2,500,10,39375,78.75,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,50,0.1,1561,31.22,500,10,21155,42.31,25,0.5,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,53,0.106,1543,30.86,500,10,25305,50.61,27,0.54,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,78,0.156,1593,31.86,500,10,33170,66.34,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,92,0.184,1641,32.82,500,10,38730,77.46,64,1.28,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,84,0.168,1595,31.9,500,10,33825,67.65,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,89,0.178,1613,32.26,500,10,33887,67.774,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,91,0.182,1622,32.44,500,10,43105,86.21,68,1.36,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,1,0,1,98,0.196,1672,33.44,500,10,43883,87.766,85,1.7,10,150,3,15,0.3,5
top_agent,"(20, 20)",30,1,0,1,60,0.12,1745,34.9,500,10,27985,55.97,92,1.84,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,86,0.172,1754,35.08,500,10,37789,75.578,104,2.08,10,150,3,150,3,50
top_agent,"(20, 20)",30,3,2,1,54,0.108,1567,31.34,500,10,27303,54.606,37,0.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,55,0.11,1557,31.14,500,10,25081,50.162,36,0.72,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,67,0.134,1572,31.44,500,10,28080,56.16,38,0.76,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,70,0.14,1610,32.2,500,10,27299,54.598,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,51,0.102,1538,30.76,500,10,17510,35.02,26,0.52,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,2,1,1,59,0.118,1579,31.58,500,10,24478,48.956,37,0.74,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,1,0,1,88,0.176,1607,32.14,500,10,33305,66.61,52,1.04,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,94,0.188,1635,32.7,500,10,37079,74.158,65,1.3,10,150,3,9,0.18,3
top_agent,"(20, 20)",30,5,4,1,59,0.118,1569,31.38,500,10,25564,51.128,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,5,4,1,67,0.134,1602,32.04,500,10,27108,54.216,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,0,0,1530,30.6,500,10,1167,2.334,10,0.2,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,21,0.042,1674,33.48,500,10,7453,14.906,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",30,7,6,1,57,0.114,1552,31.04,500,10,23202,46.404,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,7,6,1,64,0.128,1564,31.28,500,10,29879,59.758,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,62,0.124,1680,33.6,500,10,30200,60.4,44,0.88,10,200,4,0,0,0
bottom_agent,"(20, 20)",30,2,1,1,64,0.128,1670,33.4,500,10,24160,48.32,41,0.82,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,64,0.128,1710,34.2,500,10,25140,50.28,87,1.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,84,0.168,1993,39.86,500,10,33496,66.992,155,3.1,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,57,0.114,1571,31.42,500,10,26471,52.942,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,85,0.17,1588,31.76,500,10,34137,68.274,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,103,0.206,1616,32.32,500,10,40108,80.216,61,1.22,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,109,0.218,1609,32.18,500,10,42457,84.914,67,1.34,10,150,3,0,0,0
top_agent,"(20, 20)",30,6,5,1,64,0.128,1603,32.06,500,10,25156,50.312,31,0.62,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,6,5,1,54,0.108,1604,32.08,500,10,24269,48.538,33,0.66,10,200,4,12,0.24,4
top_agent,"(20, 20)",30,5,4,1,50,0.1,1549,30.98,500,10,22693,45.386,33,0.66,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,5,4,1,57,0.114,1583,31.66,500,10,28461,56.922,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,88,0.176,1606,32.12,500,10,37620,75.24,56,1.12,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,0,0,0,81,0.162,1647,32.94,500,10,31953,63.906,59,1.18,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,98,0.196,1601,32.02,500,10,38465,76.93,64,1.28,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,102,0.204,1624,32.48,500,10,39319,78.638,65,1.3,10,150,3,0,0,0
top_agent,"(20, 20)",30,4,3,1,44,0.088,1715,34.3,500,10,20916,41.832,81,1.62,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,4,3,1,50,0.1,1718,34.36,500,10,23656,47.312,85,1.7,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,0,0,1509,30.18,500,10,2334,4.668,3,0.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,52,0.104,1557,31.14,500,10,27186,54.372,33,0.66,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,53,0.106,1605,32.1,500,10,28122,56.244,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,66,0.132,1621,32.42,500,10,29761,59.522,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",30,3,2,1,49,0.098,1705,34.1,500,10,19392,38.784,82,1.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,92,0.184,1599,31.98,500,10,36439,72.878,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,94,0.188,1613,32.26,500,10,42432,84.864,59,1.18,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,107,0.214,1595,31.9,500,10,39173,78.346,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,56,0.112,1561,31.22,500,10,25230,50.46,32,0.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,54,0.108,1586,31.72,500,10,28150,56.3,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,77,0.154,1575,31.5,500,10,31738,63.476,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,88,0.176,1578,31.56,500,10,34041,68.082,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,50,0.1,1558,31.16,500,10,27324,54.648,29,0.58,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,55,0.11,1569,31.38,500,10,24510,49.02,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,0,0,1530,30.6,500,10,4014,8.028,10,0.2,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,21,0.042,1722,34.44,500,10,9009,18.018,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,56,0.112,1583,31.66,500,10,23290,46.58,38,0.76,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,55,0.11,1564,31.28,500,10,21767,43.534,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,61,0.122,1555,31.1,500,10,24344,48.688,34,0.68,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,74,0.148,1572,31.44,500,10,28660,57.32,43,0.86,10,150,3,9,0.18,3
top_agent,"(20, 20)",30,0,0,0,94,0.188,1613,32.26,500,10,41053,82.106,59,1.18,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,0,0,0,98,0.196,1656,33.12,500,10,41983,83.966,74,1.48,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,53,0.106,1604,32.08,500,10,23703,47.406,43,0.86,10,150,3,9,0.18,3
bottom_agent,"(20, 20)",30,0,0,0,54,0.108,1556,31.12,500,10,25161,50.322,35,0.7,10,150,3,9,0.18,3
top_agent,"(20, 20)",30,1,0,1,49,0.098,1590,31.8,500,10,27348,54.696,39,0.78,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,1,0,1,49,0.098,1578,31.56,500,10,20375,40.75,32,0.64,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,5,4,1,43,0.086,1580,31.6,500,10,18533,37.066,14,0.28,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,5,4,1,54,0.108,1665,33.3,500,10,27072,54.144,41,0.82,10,150,3,9,0.18,3
top_agent,"(20, 20)",30,1,0,1,94,0.188,1600,32,500,10,43817,87.634,60,1.2,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,98,0.196,1655,33.1,500,10,43211,86.422,68,1.36,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,89,0.178,1584,31.68,500,10,34893,69.786,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,91,0.182,1649,32.98,500,10,42381,84.762,66,1.32,10,150,3,0,0,0
top_agent,"(20, 20)",30,3,2,1,62,0.124,1571,31.42,500,10,24807,49.614,34,0.68,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,55,0.11,1608,32.16,500,10,25563,51.126,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,54,0.108,1582,31.64,500,10,23708,47.416,38,0.76,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,70,0.14,1588,31.76,500,10,28125,56.25,45,0.9,10,150,3,6,0.12,2
top_agent,"(20, 20)",30,1,0,1,50,0.1,1542,30.84,500,10,17109,34.218,26,0.52,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,57,0.114,1565,31.3,500,10,26873,53.746,36,0.72,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,80,0.16,1622,32.44,500,10,22202,44.404,42,0.84,10,150,3,16,0.32,5
bottom_agent,"(20, 20)",30,2,1,1,95,0.19,1618,32.36,500,10,39359,78.718,58,1.16,10,150,3,6,0.12,2
top_agent,"(20, 20)",30,2,1,1,43,0.086,1539,30.78,500,10,18482,36.964,21,0.42,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,2,1,1,68,0.136,1717,34.34,500,10,28991,57.982,88,1.76,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,57,0.114,1629,32.58,500,10,25543,51.086,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,59,0.118,1670,33.4,500,10,28775,57.55,52,1.04,10,150,3,16,0.32,5
top_agent,"(20, 20)",30,0,0,0,56,0.112,1728,34.56,500,10,26109,52.218,86,1.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,61,0.122,1575,31.5,500,10,28565,57.13,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,86,0.172,1587,31.74,500,10,40997,81.994,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,2,1,1,104,0.208,1629,32.58,500,10,40740,81.48,63,1.26,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,45,0.09,1547,30.94,500,10,17110,34.22,22,0.44,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,0,0,0,60,0.12,1708,34.16,500,10,24623,49.246,83,1.66,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,0,0,0,0,0,1509,30.18,500,10,2690,5.38,3,0.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,0,0,1506,30.12,500,10,2324,4.648,2,0.04,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,91,0.182,1600,32,500,10,36973,73.946,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,95,0.19,1618,32.36,500,10,42400,84.8,66,1.32,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,85,0.17,1586,31.72,500,10,34762,69.524,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,81,0.162,1592,31.84,500,10,37846,75.692,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,63,0.126,1719,34.38,500,10,22000,44,86,1.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,67,0.134,1755,35.1,500,10,25059,50.118,95,1.9,10,150,3,156,3.12,52
top_agent,"(20, 20)",30,3,2,1,55,0.11,1571,31.42,500,10,23238,46.476,33,0.66,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,64,0.128,1586,31.72,500,10,28764,57.528,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,67,0.134,1578,31.56,500,10,26480,52.96,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,71,0.142,1576,31.52,500,10,29528,59.056,47,0.94,10,150,3,3,0.06,1
top_agent,"(20, 20)",30,1,0,1,104,0.208,1612,32.24,500,10,42517,85.034,69,1.38,10,150,3,6,0.12,2
bottom_agent,"(20, 20)",30,1,0,1,112,0.224,1633,32.66,500,10,39483,78.966,63,1.26,10,150,3,6,0.12,2
top_agent,"(20, 20)",30,1,0,1,103,0.206,1596,31.92,500,10,51491,102.982,61,1.22,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,107,0.214,1638,32.76,500,10,37347,74.694,63,1.26,10,150,3,0,0,0
top_agent,"(20, 20)",30,3,2,1,63,0.126,1598,31.96,500,10,31285,62.57,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,3,2,1,65,0.13,1572,31.44,500,10,25931,51.862,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,100,0.2,1608,32.16,500,10,46365,92.73,64,1.28,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,1,0,1,104,0.208,1601,32.02,500,10,44011,88.022,65,1.3,10,150,3,0,0,0
top_agent,"(20, 20)",30,0,0,0,60,0.12,1739,34.78,500,10,27491,54.982,85,1.7,10,150,3,0,0,0
bottom_agent,"(20, 20)",30,0,0,0,72,0.144,1741,34.82,500,10,31316,62.632,101,2.02,10,150,3,0,0,0
top_agent,"(20, 20)",30,2,1,1,112,0.224,1604,32.08,500,10,38462,76.924,57,1.14,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",30,2,1,1,98,0.196,1615,32.3,500,10,40136,80.272,62,1.24,10,150,3,0,0,0
top_agent,"(20, 20)",30,1,0,1,79,0.158,1565,31.3,500,10,30182,60.364,43,0.86,10,150,3,15,0.3,5
bottom_agent,"(20, 20)",30,1,0,1,79,0.158,1595,31.9,500,10,28014,56.028,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",30,4,3,1,43,0.086,1572,31.44,500,10,19298,38.596,32,0.64,10,150,3,9,0.18,3
bottom_agent,"(20, 20)",30,4,3,1,55,0.11,1570,31.4,500,10,24486,48.972,37,0.74,10,150,3,0,0,0
